UNITID,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFA11N,SCFA11N,XSCFA11P,SCFA11P,XSCFA12N,SCFA12N,XSCFA12P,SCFA12P,XSCFA13N,SCFA13N,XSCFA13P,SCFA13P,XSCFA14N,SCFA14N,XSCFA14P,SCFA14P,XSCFA2,SCFA2,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XSCFY2,SCFY2,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XTOTGRNT,TOTGRNT,XTSTDPEL,TSTDPEL,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_A,FGRNT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_A,LOAN_A,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_A,AGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_A,OFGRT_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_A,OLOAN_A,XSCUGFFN,SCUGFFN,XSCUGRAD,SCUGRAD,XSCUGFFP,SCUGFFP 
182892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",57,"R",83,"R",69,"R",56,"R",98,"R",77501,"R",35,"R",34,"R",60,"R",2214,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",31,"R",54,"R",3612,"R",34,"R",60,"R",2214,"R",34,"R",60,"R",2214,"Z",0,"Z",0,"A",,"R",31,"R",54,"R",3612,"Z",0,"Z",0,"A",,"R",57,"R",69,"R",83
182908,"R",15,"R",6,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",246,"A",,"A",,"A",,"R",15,"R",100,"R",84627,"R",12,"R",4,"R",27,"R",3200,"R",7,"R",47,"R",2359,"R",2,"R",13,"R",800,"R",9,"R",60,"R",5743,"R",8,"R",53,"R",3864,"R",4,"R",27,"R",3013,"R",3,"R",20,"R",250,"R",8,"R",53,"R",4965,"R",1,"R",7,"R",11972,"R",15,"R",246,"R",6
182917,"R",23,"R",34,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",68,"A",,"A",,"A",,"R",18,"R",78,"R",157975,"Z",0,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",18,"R",78,"R",2076,"R",5,"R",22,"R",11094,"R",18,"R",78,"R",2076,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",5,"R",22,"R",11094,"R",23,"R",68,"R",34
182944,"R",260,"R",31,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",844,"A",,"A",,"A",,"R",260,"R",100,"R",1717546,"R",417,"R",111,"R",43,"R",3434,"R",78,"R",30,"R",1268,"R",90,"R",35,"R",1480,"R",258,"R",99,"R",12848,"R",163,"R",63,"R",3763,"R",111,"R",43,"R",2762,"R",83,"R",32,"R",899,"R",257,"R",99,"R",7221,"R",157,"R",60,"R",9293,"R",260,"R",844,"R",31
182953,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",112,"R",48,"R",231,"R",110,"R",98,"R",128486,"R",37,"R",35,"R",31,"R",2914,"R",3,"R",3,"R",1500,"R",25,"R",22,"R",476,"R",99,"R",88,"R",8327,"R",42,"R",38,"R",2818,"R",34,"R",30,"R",2702,"R",35,"R",31,"R",289,"R",79,"R",71,"R",5260,"R",49,"R",44,"R",8344,"R",112,"R",231,"R",48
182980,"R",301,"R",28,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1065,"A",,"A",,"A",,"R",297,"R",99,"R",11170132,"R",255,"R",70,"R",23,"R",4507,"R",39,"R",13,"R",844,"R",284,"R",94,"R",10907,"R",210,"R",70,"R",8781,"R",284,"R",94,"R",12133,"R",69,"R",23,"R",2685,"R",59,"R",20,"R",2207,"R",205,"R",68,"R",4485,"R",74,"R",25,"R",12493,"R",301,"R",1065,"R",28
182999,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",48,"R",84,"R",32,"R",80,"R",152683,"R",47,"R",23,"R",58,"R",3368,"R",10,"R",25,"R",1584,"Z",0,"Z",0,"A",,"R",30,"R",75,"R",5485,"R",25,"R",63,"R",3732,"R",22,"R",55,"R",2484,"R",20,"R",50,"R",1141,"R",30,"R",75,"R",4598,"R",5,"R",13,"R",5320,"R",40,"R",84,"R",48
183026,"R",516,"R",12,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4458,"A",,"A",,"A",,"R",469,"R",91,"R",17983903,"R",126,"R",110,"R",21,"R",4700,"R",89,"R",17,"R",1181,"R",422,"R",82,"R",10271,"R",390,"R",76,"R",8579,"R",422,"R",82,"R",11745,"R",109,"R",21,"R",3052,"R",109,"R",21,"R",1691,"R",383,"R",74,"R",4896,"R",119,"R",23,"R",12358,"R",516,"R",4458,"R",12
183035,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",46,"R",100,"R",46,"R",42,"R",91,"R",53965,"R",17,"R",17,"R",37,"R",3174,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",42,"R",91,"R",5553,"R",17,"R",37,"R",3174,"R",17,"R",37,"R",3174,"Z",0,"Z",0,"A",,"R",41,"R",89,"R",5457,"R",1,"R",2,"R",9500,"R",46,"R",46,"R",100
183044,"R",2646,"R",22,"Z",0,"Z",0,"R",1441,"R",54,"R",1205,"R",46,"Z",0,"Z",0,"R",12045,"A",,"A",,"A",,"R",1978,"R",75,"R",49089971,"R",1661,"R",369,"R",14,"R",4847,"R",270,"R",10,"R",785,"R",1348,"R",51,"R",7511,"R",1676,"R",63,"R",6885,"R",1373,"R",52,"R",8832,"R",369,"R",14,"R",2648,"R",360,"R",14,"R",2254,"R",1663,"R",63,"R",3949,"R",387,"R",15,"R",12845,"R",2646,"R",12045,"R",22
183062,"R",1300,"R",26,"Z",0,"Z",0,"R",611,"R",47,"R",689,"R",53,"Z",0,"Z",0,"R",5002,"A",,"A",,"A",,"R",1061,"R",82,"R",9846768,"R",694,"R",175,"R",13,"R",3759,"R",327,"R",25,"R",1961,"R",535,"R",41,"R",3019,"R",944,"R",73,"R",6500,"R",639,"R",49,"R",4560,"R",171,"R",13,"R",2485,"R",164,"R",13,"R",1420,"R",923,"R",71,"R",3580,"R",346,"R",27,"R",8184,"R",1300,"R",5002,"R",26
183071,"R",112,"R",15,"Z",0,"Z",0,"R",111,"R",99,"R",1,"R",1,"Z",0,"Z",0,"R",772,"A",,"A",,"A",,"R",70,"R",63,"R",641128,"R",164,"R",15,"R",13,"R",3414,"R",8,"R",7,"R",938,"R",20,"R",18,"R",1931,"R",63,"R",56,"R",4915,"R",23,"R",21,"R",4232,"R",15,"R",13,"R",2689,"R",10,"R",9,"R",1088,"R",60,"R",54,"R",3545,"R",15,"R",13,"R",6462,"R",112,"R",772,"R",15
183080,"R",1011,"R",24,"Z",0,"Z",0,"R",465,"R",46,"R",538,"R",53,"R",8,"R",1,"R",4263,"A",,"A",,"A",,"R",845,"R",84,"R",9759332,"R",812,"R",178,"R",18,"R",3695,"R",159,"R",16,"R",864,"R",453,"R",45,"R",3590,"R",744,"R",74,"R",7193,"R",472,"R",47,"R",5129,"R",178,"R",18,"R",2423,"R",173,"R",17,"R",1309,"R",732,"R",72,"R",4098,"R",207,"R",20,"R",11363,"R",1011,"R",4263,"R",24
183099,"R",728,"R",20,"Z",0,"Z",0,"R",709,"R",97,"R",19,"R",3,"Z",0,"Z",0,"R",3572,"A",,"A",,"A",,"R",482,"R",66,"R",3809936,"R",662,"R",235,"R",32,"R",1936,"R",77,"R",11,"R",1479,"R",118,"R",16,"R",1808,"R",478,"R",66,"R",4125,"R",430,"R",59,"R",1819,"R",150,"R",21,"R",2676,"R",85,"R",12,"R",630,"R",399,"R",55,"R",3851,"R",79,"R",11,"R",5508,"R",728,"R",3572,"R",20
183105,"R",107,"R",11,"Z",0,"Z",0,"R",94,"R",88,"R",13,"R",12,"Z",0,"Z",0,"R",1006,"A",,"A",,"A",,"R",96,"R",90,"R",165475084,"R",43,"R",43,"R",40,"R",3186,"R",29,"R",27,"R",2084,"R",56,"R",52,"R",1513,"R",71,"R",66,"R",4812,"R",81,"R",76,"R",3483,"R",43,"R",40,"R",3026,"R",13,"R",12,"R",531,"R",71,"R",66,"R",4618,"R",3,"R",3,"R",4610,"R",107,"R",1006,"R",11
183114,"R",68,"R",7,"R",7,"R",10,"R",55,"R",81,"R",1,"R",1,"R",5,"R",7,"R",955,"A",,"A",,"A",,"R",54,"R",79,"R",48921346,"R",314,"R",23,"R",34,"R",2526,"R",25,"R",37,"R",2294,"R",6,"R",9,"R",2270,"R",33,"R",49,"R",3989,"R",54,"R",79,"R",2390,"R",23,"R",34,"R",2369,"R",8,"R",12,"R",453,"R",32,"R",47,"R",3876,"R",2,"R",3,"R",3794,"R",68,"R",955,"R",7
183123,"R",202,"R",18,"Z",0,"Z",0,"R",184,"R",91,"R",18,"R",9,"Z",0,"Z",0,"R",1098,"A",,"A",,"A",,"R",154,"R",76,"R",83901028,"R",318,"R",64,"R",32,"R",2642,"R",75,"R",37,"R",1909,"R",14,"R",7,"R",972,"R",134,"R",66,"R",4205,"R",154,"R",76,"R",2117,"R",55,"R",27,"R",2993,"R",9,"R",4,"R",501,"R",126,"R",62,"R",4075,"R",8,"R",4,"R",6256,"R",202,"R",1098,"R",18
183132,"R",269,"R",12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",269,"R",100,"R",2174,"A",,"A",,"A",,"R",215,"R",80,"R",33130830,"R",570,"R",68,"R",25,"R",2960,"R",51,"R",19,"R",1423,"R",25,"R",9,"R",658,"R",150,"R",56,"R",3845,"R",87,"R",32,"R",3336,"R",68,"R",25,"R",2841,"R",19,"R",7,"R",426,"R",147,"R",55,"R",3760,"R",9,"R",3,"R",2670,"R",269,"R",2174,"R",12
183141,"R",268,"R",14,"Z",0,"Z",0,"R",250,"R",93,"R",18,"R",7,"Z",0,"Z",0,"R",1850,"A",,"A",,"A",,"R",210,"R",78,"R",46525025,"R",426,"R",97,"R",36,"R",2058,"R",50,"R",19,"R",1990,"R",14,"R",5,"R",1052,"R",167,"R",62,"R",3371,"R",161,"R",60,"R",1950,"R",63,"R",24,"R",2955,"R",34,"R",13,"R",398,"R",120,"R",45,"R",3697,"R",47,"R",18,"R",2537,"R",268,"R",1850,"R",14
183150,"R",126,"R",6,"Z",0,"Z",0,"R",122,"R",97,"Z",0,"Z",0,"R",4,"R",3,"R",2069,"A",,"A",,"A",,"R",77,"R",61,"R",42353914,"R",306,"R",33,"R",26,"R",2188,"R",20,"R",16,"R",1921,"R",25,"R",20,"R",188,"R",63,"R",50,"R",4055,"R",77,"R",61,"R",1498,"R",20,"R",16,"R",3246,"R",13,"R",10,"R",560,"R",63,"R",50,"R",4000,"R",2,"R",2,"R",1750,"R",126,"R",2069,"R",6
183202,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25,"R",42,"R",59,"R",16,"R",64,"R",81590,"R",17,"R",7,"R",28,"R",3209,"R",2,"R",8,"R",850,"R",2,"R",8,"R",4310,"R",16,"R",64,"R",8636,"R",7,"R",28,"R",4684,"R",7,"R",28,"R",3209,"Z",0,"Z",0,"A",,"R",16,"R",64,"R",6162,"R",6,"R",24,"R",6595,"R",25,"R",59,"R",42
183211,"R",218,"R",15,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1424,"A",,"A",,"A",,"R",212,"R",97,"R",7164346,"R",285,"R",49,"R",22,"R",4353,"R",41,"R",19,"R",1065,"R",210,"R",96,"R",6970,"R",210,"R",96,"R",11920,"R",210,"R",96,"R",8193,"R",47,"R",22,"R",2918,"R",43,"R",20,"R",1771,"R",183,"R",84,"R",7253,"R",79,"R",36,"R",14886,"R",218,"R",1424,"R",15
183239,"R",569,"R",29,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1968,"A",,"A",,"A",,"R",505,"R",89,"R",21186965,"R",235,"R",63,"R",11,"R",4231,"R",208,"R",37,"R",1700,"R",493,"R",87,"R",12153,"R",408,"R",72,"R",8015,"R",495,"R",87,"R",13356,"R",63,"R",11,"R",2387,"R",63,"R",11,"R",1844,"R",404,"R",71,"R",3798,"R",218,"R",38,"R",7962,"R",569,"R",1968,"R",29
183248,"R",9,"R",8,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",108,"A",,"A",,"A",,"R",7,"R",78,"R",145753,"R",42,"R",5,"R",56,"R",4310,"R",1,"R",11,"R",1000,"R",1,"R",11,"R",500,"R",7,"R",78,"R",3500,"R",7,"R",78,"R",3293,"R",5,"R",56,"R",4310,"Z",0,"Z",0,"A",,"R",7,"R",78,"R",3500,"Z",0,"Z",0,"A",,"R",9,"R",108,"R",8
183257,"R",35,"R",3,"Z",0,"Z",0,"R",32,"R",91,"R",3,"R",9,"Z",0,"Z",0,"R",1334,"A",,"A",,"A",,"R",29,"R",83,"R",1416186,"R",478,"R",19,"R",54,"R",2764,"R",5,"R",14,"R",600,"R",5,"R",14,"R",884,"R",22,"R",63,"R",3520,"R",21,"R",60,"R",2854,"R",19,"R",54,"R",2326,"R",19,"R",54,"R",438,"R",22,"R",63,"R",3411,"R",1,"R",3,"R",2400,"R",35,"R",1334,"R",3
183275,"R",24,"R",24,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",98,"A",,"A",,"A",,"R",24,"R",100,"R",583417,"R",21,"R",5,"R",21,"R",2844,"R",1,"R",4,"R",1400,"R",22,"R",92,"R",6731,"R",20,"R",83,"R",5219,"R",22,"R",92,"R",7441,"R",5,"R",21,"R",2464,"R",5,"R",21,"R",380,"R",19,"R",79,"R",3889,"R",4,"R",17,"R",7620,"R",24,"R",98,"R",24
183345,"R",40,"R",19,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",210,"A",,"A",,"A",,"R",40,"R",100,"R",514150,"R",68,"R",15,"R",38,"R",4453,"R",14,"R",35,"R",1400,"R",34,"R",85,"R",4100,"R",40,"R",100,"R",10712,"R",38,"R",95,"R",5941,"R",15,"R",38,"R",3500,"R",13,"R",33,"R",1100,"R",40,"R",100,"R",5500,"R",15,"R",38,"R",13900,"R",40,"R",210,"R",19
183488,"R",1258,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1258,"A",,"A",,"A",,"R",1070,"R",85,"R",1449420,"R",609,"R",609,"R",48,"R",2175,"Z",0,"Z",0,"A",,"R",125,"R",10,"R",1000,"R",695,"R",55,"R",5040,"R",609,"R",48,"R",2380,"R",609,"R",48,"R",2089,"R",185,"R",15,"R",283,"R",695,"R",55,"R",5040,"Z",0,"Z",0,"A",,"R",1258,"R",1258,"R",100
183600,"R",11,"R",33,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",11,"R",33,"R",33
183655,"R",1120,"R",16,"R",1032,"R",92,"R",81,"R",7,"R",7,"R",1,"Z",0,"Z",0,"R",6922,"A",,"A",,"A",,"R",703,"R",63,"R",3450034,"R",510,"R",510,"R",46,"R",3212,"R",454,"R",41,"R",2154,"R",39,"R",3,"R",1396,"R",178,"R",16,"R",4379,"R",604,"R",54,"R",4422,"R",510,"R",46,"R",3061,"R",130,"R",12,"R",592,"R",172,"R",15,"R",3406,"R",23,"R",2,"R",8419,"R",1120,"R",6922,"R",16
183725,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",609,"R",82,"R",743,"R",609,"R",100,"R",5995002,"R",509,"R",509,"R",84,"R",2981,"R",21,"R",3,"R",4000,"R",8,"R",1,"R",101,"R",609,"R",100,"R",5270,"R",526,"R",86,"R",3045,"R",509,"R",84,"R",2935,"R",183,"R",30,"R",128,"R",601,"R",99,"R",5123,"R",106,"R",17,"R",1235,"R",609,"R",743,"R",82
183743,"R",2446,"R",16,"R",1735,"R",71,"R",597,"R",24,"R",111,"R",5,"R",3,"Z",0,"R",15057,"A",,"A",,"A",,"R",1076,"R",44,"R",12720604,"R",2959,"R",827,"R",34,"R",3270,"R",725,"R",30,"R",2120,"Z",0,"Z",0,"A",,"R",247,"R",10,"R",3852,"R",898,"R",37,"R",4722,"R",827,"R",34,"R",3096,"R",618,"R",25,"R",232,"R",239,"R",10,"R",3621,"R",16,"R",1,"R",5388,"R",2446,"R",15057,"R",16
183789,"R",850,"R",28,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3052,"A",,"A",,"A",,"R",805,"R",95,"R",40892315,"R",1497,"R",575,"R",68,"R",3344,"R",572,"R",67,"R",7217,"R",680,"R",80,"R",3047,"R",740,"R",87,"R",4124,"R",782,"R",92,"R",10387,"R",575,"R",68,"R",2978,"R",413,"R",49,"R",509,"R",618,"R",73,"R",3604,"R",387,"R",46,"R",2130,"R",850,"R",3052,"R",28
183804,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2520,"A",,"A",,"A",,"A",,"A",,"R",44444480,"R",1633,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",2520,"A",
183822,"R",329,"R",16,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2056,"A",,"A",,"A",,"R",316,"R",96,"R",17586248,"R",1072,"R",209,"R",64,"R",3926,"R",203,"R",62,"R",8486,"R",289,"R",88,"R",6323,"R",264,"R",80,"R",6462,"R",305,"R",93,"R",14329,"R",209,"R",64,"R",3367,"R",89,"R",27,"R",1312,"R",261,"R",79,"R",6131,"R",9,"R",3,"R",11749,"R",329,"R",2056,"R",16
183859,"R",2956,"R",21,"R",2578,"R",87,"R",340,"R",12,"R",38,"R",1,"Z",0,"Z",0,"R",14025,"A",,"A",,"A",,"R",1278,"R",43,"R",15728726,"R",3061,"R",742,"R",25,"R",3375,"R",748,"R",25,"R",2427,"R",28,"R",1,"R",559,"R",512,"R",17,"R",3370,"R",921,"R",31,"R",4707,"R",742,"R",25,"R",3108,"R",328,"R",11,"R",602,"R",509,"R",17,"R",3214,"R",17,"R",1,"R",5253,"R",2956,"R",14025,"R",21
183877,"R",1646,"R",20,"R",1521,"R",92,"R",110,"R",7,"R",15,"R",1,"Z",0,"Z",0,"R",8432,"A",,"A",,"A",,"R",580,"R",35,"R",8278411,"R",1733,"R",335,"R",20,"R",2981,"R",395,"R",24,"R",1815,"R",68,"R",4,"R",2242,"R",138,"R",8,"R",3084,"R",476,"R",29,"R",3924,"R",335,"R",20,"R",2884,"R",91,"R",6,"R",358,"R",136,"R",8,"R",3045,"R",3,"R",0,"R",3783,"R",1646,"R",8432,"R",20
183910,"R",290,"R",17,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1687,"A",,"A",,"A",,"R",273,"R",94,"R",23271236,"R",501,"R",90,"R",31,"R",3789,"R",95,"R",33,"R",5776,"R",95,"R",33,"R",7190,"R",165,"R",57,"R",5230,"R",107,"R",37,"R",14698,"R",90,"R",31,"R",3194,"R",89,"R",31,"R",602,"R",162,"R",56,"R",2631,"R",44,"R",15,"R",9926,"R",290,"R",1687,"R",17
183938,"R",1989,"R",13,"R",1607,"R",81,"R",342,"R",17,"R",40,"R",2,"Z",0,"Z",0,"R",14741,"A",,"A",,"A",,"R",1085,"R",55,"R",15488616,"R",4209,"R",949,"R",48,"R",2310,"R",878,"R",44,"R",1617,"R",22,"R",1,"R",1146,"R",479,"R",24,"R",2767,"R",1085,"R",55,"R",3352,"R",679,"R",34,"R",3104,"R",270,"R",14,"R",312,"R",461,"R",23,"R",2727,"R",18,"R",1,"R",3788,"R",1989,"R",14741,"R",13
183974,"R",288,"R",13,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2238,"A",,"A",,"A",,"R",264,"R",92,"R",19447198,"R",462,"R",74,"R",26,"R",2778,"R",90,"R",31,"R",6163,"R",251,"R",87,"R",9460,"R",229,"R",80,"R",5742,"R",255,"R",89,"R",12293,"R",74,"R",26,"R",2778,"Z",0,"Z",0,"A",,"R",221,"R",77,"R",5685,"R",8,"R",3,"R",7321,"R",288,"R",2238,"R",13
183983,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",89,"R",57,"R",155,"R",80,"R",90,"R",253710,"R",30,"R",68,"R",76,"R",3731,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",12,"R",13,"R",3061,"R",68,"R",76,"R",3731,"R",16,"R",18,"R",2855,"R",52,"R",58,"R",4000,"R",12,"R",13,"R",3061,"Z",0,"Z",0,"A",,"R",89,"R",155,"R",57
184010,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",116,"A",,"A",,"A",,"A",,"A",,"R",91420,"R",31,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",116,"A",
184047,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",350,"R",49,"R",719,"R",350,"R",100,"R",634264,"R",232,"R",95,"R",27,"R",3029,"R",17,"R",5,"R",3165,"Z",0,"Z",0,"A",,"R",277,"R",79,"R",5984,"R",108,"R",31,"R",3163,"R",94,"R",27,"R",2258,"R",58,"R",17,"R",1302,"R",248,"R",71,"R",4325,"R",203,"R",58,"R",2882,"R",350,"R",719,"R",49
184056,"R",815,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",906,"A",,"A",,"A",,"R",815,"R",100,"R",1455886,"R",815,"R",513,"R",63,"R",2257,"R",15,"R",2,"R",5500,"R",4,"R",0,"R",10000,"R",815,"R",100,"R",5445,"R",513,"R",63,"R",2495,"R",513,"R",63,"R",2196,"R",82,"R",10,"R",385,"R",815,"R",100,"R",5445,"Z",0,"Z",0,"A",,"R",815,"R",906,"R",90
184092,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",315,"R",89,"R",353,"R",234,"R",74,"R",645076,"R",186,"R",166,"R",53,"R",2695,"R",56,"R",18,"R",2371,"R",2,"R",1,"R",1000,"R",157,"R",50,"R",4839,"R",206,"R",65,"R",2826,"R",166,"R",53,"R",2583,"R",112,"R",36,"R",166,"R",157,"R",50,"R",4782,"R",2,"R",1,"R",4500,"R",315,"R",353,"R",89
184135,"R",219,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",378,"A",,"A",,"A",,"R",194,"R",89,"R",740272,"R",227,"R",128,"R",58,"R",4569,"Z",0,"Z",0,"A",,"R",43,"R",20,"R",1400,"R",181,"R",83,"R",7500,"R",128,"R",58,"R",5039,"R",128,"R",58,"R",4311,"R",55,"R",25,"R",600,"R",181,"R",83,"R",7500,"Z",0,"Z",0,"A",,"R",219,"R",378,"R",58
184144,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",97,"R",46,"R",210,"R",67,"R",69,"R",651894,"R",78,"R",39,"R",40,"R",2456,"R",8,"R",8,"R",2871,"R",17,"R",18,"R",101,"R",54,"R",56,"R",4987,"R",45,"R",46,"R",2677,"R",39,"R",40,"R",2330,"R",17,"R",18,"R",288,"R",50,"R",52,"R",4726,"R",4,"R",4,"R",8257,"R",97,"R",210,"R",46
184153,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",45,"A",,"A",,"A",,"A",,"A",,"R",98002,"R",12,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",45,"A",
184180,"R",1457,"R",17,"R",1017,"R",70,"R",436,"R",30,"R",4,"Z",0,"Z",0,"Z",0,"R",8330,"A",,"A",,"A",,"R",662,"R",45,"R",4568922,"R",1093,"R",308,"R",21,"R",1759,"R",329,"R",23,"R",1098,"R",24,"R",2,"R",862,"R",281,"R",19,"R",2047,"R",486,"R",33,"R",1901,"R",308,"R",21,"R",1628,"R",114,"R",8,"R",354,"R",266,"R",18,"R",1911,"R",21,"R",1,"R",3190,"R",1457,"R",8330,"R",17
184205,"R",548,"R",16,"R",468,"R",85,"R",80,"R",15,"Z",0,"Z",0,"Z",0,"Z",0,"R",3527,"A",,"A",,"A",,"R",420,"R",77,"R",2802704,"R",1103,"R",270,"R",49,"R",3052,"R",294,"R",54,"R",2009,"R",47,"R",9,"R",1170,"R",89,"R",16,"R",4117,"R",391,"R",71,"R",3759,"R",270,"R",49,"R",3011,"R",33,"R",6,"R",337,"R",89,"R",16,"R",4117,"Z",0,"Z",0,"A",,"R",548,"R",3527,"R",16
184269,"R",259,"R",19,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1382,"A",,"A",,"A",,"R",243,"R",94,"R",4090049,"R",533,"R",142,"R",55,"R",3060,"R",98,"R",38,"R",6404,"R",82,"R",32,"R",2309,"R",223,"R",86,"R",6318,"R",188,"R",73,"R",6657,"R",132,"R",51,"R",2373,"R",66,"R",25,"R",1839,"R",222,"R",86,"R",5158,"R",37,"R",14,"R",7132,"R",259,"R",1382,"R",19
184278,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",134,"R",100,"R",134,"R",113,"R",84,"R",96000,"R",37,"R",37,"R",28,"R",2299,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",113,"R",84,"R",18000,"R",37,"R",28,"R",2299,"R",37,"R",28,"R",2299,"Z",0,"Z",0,"A",,"R",113,"R",84,"R",6000,"R",113,"R",84,"R",12000,"R",134,"R",134,"R",100
184320,"R",130,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",512,"A",,"A",,"A",,"R",123,"R",95,"R",1843200,"R",460,"R",121,"R",93,"R",3870,"R",21,"R",16,"R",4000,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",122,"R",94,"R",4526,"R",118,"R",91,"R",3850,"R",112,"R",86,"R",125,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",130,"R",512,"R",25
