UNITID,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFA11N,SCFA11N,XSCFA11P,SCFA11P,XSCFA12N,SCFA12N,XSCFA12P,SCFA12P,XSCFA13N,SCFA13N,XSCFA13P,SCFA13P,XSCFA14N,SCFA14N,XSCFA14P,SCFA14P,XSCFA2,SCFA2,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XSCFY2,SCFY2,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XTOTGRNT,TOTGRNT,XTSTDPEL,TSTDPEL,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_A,FGRNT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_A,LOAN_A,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_A,AGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_A,OFGRT_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_A,OLOAN_A,XSCUGFFN,SCUGFFN,XSCUGRAD,SCUGRAD,XSCUGFFP,SCUGFFP 
144944,"R",619,"R",6,"R",578,"R",93,"R",38,"R",6,"R",3,"Z",0,"Z",0,"Z",0,"R",9613,"A",,"A",,"A",,"R",249,"R",40,"R",2523560,"R",1515,"R",28,"R",5,"R",2107,"R",93,"R",15,"R",1392,"R",48,"R",8,"R",1851,"R",61,"R",10,"R",2801,"R",169,"R",27,"R",1640,"R",17,"R",3,"R",2511,"R",11,"R",2,"R",1483,"R",61,"R",10,"R",2801,"Z",0,"Z",0,"A",,"R",619,"R",9613,"R",6
144962,"R",508,"R",18,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2888,"A",,"A",,"A",,"R",472,"R",93,"R",31163342,"R",639,"R",106,"R",21,"R",3963,"R",153,"R",30,"R",4508,"R",415,"R",82,"R",11062,"R",383,"R",75,"R",4675,"R",415,"R",82,"R",13736,"R",106,"R",21,"R",2746,"R",106,"R",21,"R",1218,"R",358,"R",70,"R",3753,"R",37,"R",7,"R",12077,"R",508,"R",2888,"R",18
144971,"R",153,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",713,"A",,"A",,"A",,"R",153,"R",100,"R",4937938,"R",228,"R",81,"R",53,"R",2880,"R",80,"R",52,"R",4280,"R",153,"R",100,"R",4397,"R",143,"R",93,"R",4549,"R",153,"R",100,"R",8160,"R",45,"R",29,"R",4476,"R",36,"R",24,"R",886,"R",119,"R",78,"R",3526,"R",24,"R",16,"R",9620,"R",153,"R",713,"R",21
145099,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",174,"R",100,"R",174,"R",89,"R",51,"R",404975,"R",36,"R",36,"R",21,"R",1283,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",61,"R",35,"R",1367,"R",36,"R",21,"R",1283,"R",36,"R",21,"R",1283,"Z",0,"Z",0,"A",,"R",61,"R",35,"R",1367,"Z",0,"Z",0,"A",,"R",174,"R",174,"R",100
145239,"R",79,"R",31,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",256,"A",,"A",,"A",,"R",77,"R",97,"R",255591,"R",64,"R",45,"R",57,"R",4225,"Z",0,"Z",0,"A",,"R",3,"R",4,"R",667,"R",77,"R",97,"R",8238,"R",45,"R",57,"R",4269,"R",45,"R",57,"R",3568,"R",45,"R",57,"R",657,"R",77,"R",97,"R",5959,"R",22,"R",28,"R",7974,"R",79,"R",256,"R",31
145309,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24,"R",40,"R",60,"R",20,"R",83,"R",82118,"R",36,"R",13,"R",54,"R",2270,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",17,"R",71,"R",5500,"R",13,"R",54,"R",2270,"R",13,"R",54,"R",2270,"Z",0,"Z",0,"A",,"R",17,"R",71,"R",5500,"Z",0,"Z",0,"A",,"R",24,"R",60,"R",40
145336,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3377,"A",,"A",,"A",,"A",,"A",,"R",5896830,"R",1018,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",3377,"A",
145354,"R",2,"R",3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",62,"A",,"A",,"A",,"R",2,"R",100,"R",381968,"R",40,"R",2,"R",100,"R",3803,"R",2,"R",100,"R",5064,"Z",0,"Z",0,"A",,"R",1,"R",50,"R",1750,"R",2,"R",100,"R",8867,"R",2,"R",100,"R",3233,"R",2,"R",100,"R",570,"R",1,"R",50,"R",1750,"Z",0,"Z",0,"A",,"R",2,"R",62,"R",3
145372,"R",307,"R",22,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1374,"A",,"A",,"A",,"R",305,"R",99,"R",12564324,"R",527,"R",189,"R",62,"R",2330,"R",104,"R",34,"R",4688,"R",304,"R",99,"R",7871,"R",284,"R",93,"R",4986,"R",305,"R",99,"R",10888,"R",116,"R",38,"R",2796,"R",73,"R",24,"R",1592,"R",260,"R",85,"R",5107,"R",24,"R",8,"R",3673,"R",307,"R",1374,"R",22
145406,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",87,"R",26,"R",334,"R",61,"R",70,"R",228661,"R",107,"R",38,"R",44,"R",1815,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",58,"R",67,"R",5458,"R",38,"R",44,"R",1815,"R",38,"R",44,"R",1815,"Z",0,"Z",0,"A",,"R",58,"R",67,"R",5458,"Z",0,"Z",0,"A",,"R",87,"R",334,"R",26
145424,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",22,"R",9,"R",238,"R",11,"R",50,"R",191566,"R",79,"R",8,"R",36,"R",2290,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",10,"R",45,"R",4555,"R",8,"R",36,"R",2290,"R",8,"R",36,"R",2290,"Z",0,"Z",0,"A",,"R",10,"R",45,"R",4555,"Z",0,"Z",0,"A",,"R",22,"R",238,"R",9
145433,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12,"R",8,"R",152,"R",8,"R",67,"R",136841,"R",65,"R",7,"R",58,"R",2481,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",5,"R",42,"R",4209,"R",7,"R",58,"R",2481,"R",7,"R",58,"R",2481,"Z",0,"Z",0,"A",,"R",5,"R",42,"R",4209,"Z",0,"Z",0,"A",,"R",12,"R",152,"R",8
145460,"R",85,"R",6,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1418,"A",,"A",,"A",,"R",72,"R",85,"R",1400085,"R",395,"R",22,"R",26,"R",2058,"Z",0,"Z",0,"A",,"R",4,"R",5,"R",3000,"R",71,"R",84,"R",7232,"R",24,"R",28,"R",2387,"R",21,"R",25,"R",1750,"R",11,"R",13,"R",776,"R",70,"R",82,"R",3707,"R",27,"R",32,"R",9404,"R",85,"R",1418,"R",6
145497,"R",310,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",415,"A",,"A",,"A",,"R",142,"R",46,"R",1394357,"R",164,"R",129,"R",42,"R",3694,"R",27,"R",9,"R",4845,"R",1,"R",0,"R",8000,"R",8,"R",3,"R",5125,"R",142,"R",46,"R",4333,"R",129,"R",42,"R",3386,"R",53,"R",17,"R",750,"R",8,"R",3,"R",5125,"Z",0,"Z",0,"A",,"R",310,"R",415,"R",75
145521,"R",289,"R",14,"R",252,"R",87,"R",25,"R",9,"R",12,"R",4,"Z",0,"Z",0,"R",2049,"A",,"A",,"A",,"R",209,"R",72,"R",3534415,"R",608,"R",112,"R",39,"R",2810,"R",91,"R",31,"R",1411,"R",61,"R",21,"R",1032,"R",37,"R",13,"R",2480,"R",159,"R",55,"R",3183,"R",112,"R",39,"R",2619,"R",42,"R",15,"R",510,"R",37,"R",13,"R",2480,"Z",0,"Z",0,"A",,"R",289,"R",2049,"R",14
145558,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"A",,"A",,"A",,"A",,"A",,"R",24949,"R",3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",4,"A",
145600,"R",3272,"R",21,"Z",0,"Z",0,"R",3156,"R",96,"R",116,"R",4,"Z",0,"Z",0,"R",15672,"A",,"A",,"A",,"R",2442,"R",75,"R",74467569,"R",5359,"R",1175,"R",36,"R",3729,"R",1386,"R",42,"R",4765,"R",1622,"R",50,"R",4162,"R",1431,"R",44,"R",8905,"R",1879,"R",57,"R",9439,"R",1171,"R",36,"R",3165,"R",860,"R",26,"R",786,"R",1400,"R",43,"R",8159,"R",118,"R",4,"R",11185,"R",3272,"R",15672,"R",21
145619,"R",386,"R",13,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2993,"A",,"A",,"A",,"R",386,"R",100,"R",18293874,"R",805,"R",102,"R",26,"R",4234,"R",159,"R",41,"R",4689,"R",386,"R",100,"R",8312,"R",231,"R",60,"R",5876,"R",386,"R",100,"R",11362,"R",102,"R",26,"R",3172,"R",87,"R",23,"R",1246,"R",225,"R",58,"R",4491,"R",29,"R",8,"R",11959,"R",386,"R",2993,"R",13
145637,"R",6935,"R",22,"Z",0,"Z",0,"R",6108,"R",88,"R",827,"R",12,"Z",0,"Z",0,"R",30895,"A",,"A",,"A",,"R",4790,"R",69,"R",120221585,"R",4885,"R",1170,"R",17,"R",3945,"R",1849,"R",27,"R",6061,"R",2613,"R",38,"R",4560,"R",2894,"R",42,"R",5129,"R",3063,"R",44,"R",9056,"R",1101,"R",16,"R",3020,"R",982,"R",14,"R",1314,"R",2821,"R",41,"R",3706,"R",543,"R",8,"R",8083,"R",6935,"R",30895,"R",22
145646,"R",538,"R",26,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2094,"A",,"A",,"A",,"R",495,"R",92,"R",26587998,"R",260,"R",74,"R",14,"R",5158,"R",117,"R",22,"R",4978,"R",491,"R",91,"R",13025,"R",346,"R",64,"R",5439,"R",493,"R",92,"R",14928,"R",68,"R",13,"R",2629,"R",74,"R",14,"R",2743,"R",299,"R",56,"R",4087,"R",142,"R",26,"R",4647,"R",538,"R",2094,"R",26
145682,"R",1126,"R",10,"R",981,"R",87,"R",117,"R",10,"R",21,"R",2,"R",7,"R",1,"R",11804,"A",,"A",,"A",,"R",626,"R",56,"R",11392428,"R",3125,"R",327,"R",29,"R",2852,"R",307,"R",27,"R",1145,"R",276,"R",25,"R",2133,"R",210,"R",19,"R",2858,"R",543,"R",48,"R",3449,"R",327,"R",29,"R",2732,"R",50,"R",4,"R",784,"R",209,"R",19,"R",2866,"R",1,"R",0,"R",1200,"R",1126,"R",11804,"R",10
145691,"R",260,"R",26,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1014,"A",,"A",,"A",,"R",259,"R",100,"R",10516430,"R",271,"R",77,"R",30,"R",3388,"R",115,"R",44,"R",4539,"R",259,"R",100,"R",8139,"R",235,"R",90,"R",4718,"R",259,"R",100,"R",11162,"R",75,"R",29,"R",2619,"R",72,"R",28,"R",895,"R",211,"R",81,"R",4341,"R",24,"R",9,"R",8040,"R",260,"R",1014,"R",26
145707,"R",118,"R",7,"R",110,"R",93,"R",3,"R",3,"R",2,"R",2,"R",3,"R",3,"R",1610,"A",,"A",,"A",,"R",107,"R",91,"R",307774,"R",439,"R",44,"R",37,"R",3109,"R",36,"R",31,"R",1095,"R",87,"R",74,"R",1512,"R",14,"R",12,"R",2622,"R",107,"R",91,"R",2876,"R",44,"R",37,"R",2691,"R",20,"R",17,"R",919,"R",14,"R",12,"R",2622,"Z",0,"Z",0,"A",,"R",118,"R",1610,"R",7
145725,"R",521,"R",20,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2576,"A",,"A",,"A",,"R",515,"R",99,"R",33919451,"R",520,"R",109,"R",21,"R",7986,"R",103,"R",20,"R",4778,"R",515,"R",99,"R",15236,"R",228,"R",44,"R",5611,"R",515,"R",99,"R",17881,"R",91,"R",17,"R",3030,"R",101,"R",19,"R",5888,"R",212,"R",41,"R",4054,"R",49,"R",9,"R",8568,"R",521,"R",2576,"R",20
145770,"R",2,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",279,"A",,"A",,"A",,"R",2,"R",100,"R",215901,"R",102,"R",1,"R",50,"R",2080,"R",1,"R",50,"R",1987,"R",1,"R",50,"R",2730,"R",2,"R",100,"R",5750,"R",2,"R",100,"R",3399,"R",1,"R",50,"R",2080,"Z",0,"Z",0,"A",,"R",2,"R",100,"R",2500,"R",1,"R",50,"R",6500,"R",2,"R",279,"R",1
145813,"R",3141,"R",18,"Z",0,"Z",0,"R",3127,"R",100,"R",14,"Z",0,"Z",0,"Z",0,"R",17703,"A",,"A",,"A",,"R",2125,"R",68,"R",43551549,"R",3122,"R",485,"R",15,"R",3607,"R",736,"R",23,"R",5149,"R",654,"R",21,"R",3979,"R",1644,"R",52,"R",4692,"R",1185,"R",38,"R",6870,"R",481,"R",15,"R",2716,"R",401,"R",13,"R",1105,"R",1627,"R",52,"R",3569,"R",187,"R",6,"R",10196,"R",3141,"R",17703,"R",18
145831,"R",329,"R",8,"R",306,"R",93,"R",16,"R",5,"R",7,"R",2,"Z",0,"Z",0,"R",4103,"A",,"A",,"A",,"R",134,"R",41,"R",2575612,"R",710,"R",78,"R",24,"R",2495,"R",66,"R",20,"R",1455,"R",43,"R",13,"R",834,"R",38,"R",12,"R",2407,"R",120,"R",36,"R",2721,"R",78,"R",24,"R",2450,"R",20,"R",6,"R",175,"R",38,"R",12,"R",2407,"Z",0,"Z",0,"A",,"R",329,"R",4103,"R",8
146010,"R",499,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2335,"A",,"A",,"A",,"R",330,"R",66,"R",1099890,"R",227,"R",227,"R",45,"R",1863,"Z",0,"Z",0,"A",,"R",92,"R",18,"R",1470,"R",260,"R",52,"R",6487,"R",330,"R",66,"R",1691,"R",158,"R",32,"R",2304,"R",106,"R",21,"R",555,"R",248,"R",50,"R",2846,"R",129,"R",26,"R",7604,"R",499,"R",2335,"R",21
146205,"R",469,"R",6,"R",388,"R",83,"R",54,"R",12,"R",27,"R",6,"Z",0,"Z",0,"R",7559,"A",,"A",,"A",,"R",228,"R",49,"R",1779265,"R",595,"R",154,"R",33,"R",2052,"R",129,"R",28,"R",937,"R",79,"R",17,"R",2590,"R",29,"R",6,"R",1950,"R",217,"R",46,"R",2956,"R",154,"R",33,"R",2019,"R",30,"R",6,"R",167,"R",29,"R",6,"R",1950,"Z",0,"Z",0,"A",,"R",469,"R",7559,"R",6
146278,"R",484,"R",20,"R",428,"R",88,"R",6,"R",1,"R",50,"R",10,"Z",0,"Z",0,"R",2417,"A",,"A",,"A",,"R",363,"R",75,"R",3508396,"R",908,"R",201,"R",42,"R",2715,"R",162,"R",33,"R",1572,"R",95,"R",20,"R",2188,"R",160,"R",33,"R",3867,"R",284,"R",59,"R",3550,"R",201,"R",42,"R",2506,"R",63,"R",13,"R",666,"R",127,"R",26,"R",3152,"R",82,"R",17,"R",2663,"R",484,"R",2417,"R",20
146296,"R",1358,"R",10,"R",1318,"R",97,"R",35,"R",3,"R",5,"Z",0,"Z",0,"Z",0,"R",13149,"A",,"A",,"A",,"R",503,"R",37,"R",7593972,"R",2403,"R",320,"R",24,"R",2762,"R",258,"R",19,"R",910,"R",126,"R",9,"R",1435,"R",203,"R",15,"R",2255,"R",431,"R",32,"R",3015,"R",309,"R",23,"R",2004,"R",182,"R",13,"R",1453,"R",203,"R",15,"R",2255,"Z",0,"Z",0,"A",,"R",1358,"R",13149,"R",10
146339,"R",134,"R",12,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1146,"A",,"A",,"A",,"R",134,"R",100,"R",8265759,"R",351,"R",39,"R",29,"R",3501,"R",34,"R",25,"R",4723,"R",125,"R",93,"R",8839,"R",99,"R",74,"R",3287,"R",130,"R",97,"R",10784,"R",36,"R",27,"R",3091,"R",36,"R",27,"R",702,"R",99,"R",74,"R",3287,"Z",0,"Z",0,"A",,"R",134,"R",1146,"R",12
146348,"R",182,"R",5,"R",153,"R",84,"R",20,"R",11,"R",8,"R",4,"R",1,"R",1,"R",3591,"A",,"A",,"A",,"R",82,"R",45,"R",4357124,"R",1019,"R",71,"R",39,"R",2500,"R",70,"R",38,"R",1020,"R",38,"R",21,"R",1395,"R",2,"R",1,"R",2691,"R",82,"R",45,"R",3682,"R",55,"R",30,"R",2207,"R",56,"R",31,"R",1003,"R",2,"R",1,"R",2691,"Z",0,"Z",0,"A",,"R",182,"R",3591,"R",5
146366,"R",334,"R",7,"R",231,"R",69,"R",81,"R",24,"R",12,"R",4,"R",10,"R",3,"R",5041,"A",,"A",,"A",,"R",227,"R",68,"R",6250883,"R",1509,"R",159,"R",48,"R",5909,"R",124,"R",37,"R",1520,"R",93,"R",28,"R",2561,"R",12,"R",4,"R",3986,"R",220,"R",66,"R",6210,"R",143,"R",43,"R",2966,"R",152,"R",46,"R",3390,"Z",0,"Z",0,"A",,"R",12,"R",4,"R",3986,"R",334,"R",5041,"R",7
146393,"R",159,"R",11,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1448,"A",,"A",,"A",,"R",142,"R",89,"R",4328742,"R",695,"R",49,"R",31,"R",3317,"R",44,"R",28,"R",4025,"R",120,"R",75,"R",3261,"R",123,"R",77,"R",4049,"R",120,"R",75,"R",6092,"R",49,"R",31,"R",2880,"R",31,"R",19,"R",690,"R",123,"R",77,"R",4049,"Z",0,"Z",0,"A",,"R",159,"R",1448,"R",11
146418,"R",550,"R",12,"R",475,"R",86,"R",75,"R",14,"Z",0,"Z",0,"Z",0,"Z",0,"R",4466,"A",,"A",,"A",,"R",259,"R",47,"R",6799496,"R",1012,"R",145,"R",26,"R",1774,"R",129,"R",23,"R",869,"R",38,"R",7,"R",1021,"R",78,"R",14,"R",2040,"R",232,"R",42,"R",1759,"R",145,"R",26,"R",1691,"R",48,"R",9,"R",250,"R",78,"R",14,"R",2040,"Z",0,"Z",0,"A",,"R",550,"R",4466,"R",12
146427,"R",307,"R",22,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1371,"A",,"A",,"A",,"R",296,"R",96,"R",15938916,"R",289,"R",65,"R",21,"R",4976,"R",55,"R",18,"R",4977,"R",295,"R",96,"R",13327,"R",190,"R",62,"R",5189,"R",295,"R",96,"R",15351,"R",65,"R",21,"R",3326,"R",65,"R",21,"R",1650,"R",190,"R",62,"R",4840,"R",14,"R",5,"R",4738,"R",307,"R",1371,"R",22
146454,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",63,"R",95,"R",66,"R",51,"R",81,"R",61638,"R",29,"R",23,"R",37,"R",2577,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",39,"R",62,"R",5654,"R",23,"R",37,"R",2577,"R",23,"R",37,"R",2577,"Z",0,"Z",0,"A",,"R",39,"R",62,"R",5654,"Z",0,"Z",0,"A",,"R",63,"R",66,"R",95
146472,"R",1171,"R",7,"R",1138,"R",97,"R",15,"R",1,"R",18,"R",2,"Z",0,"Z",0,"R",16010,"A",,"A",,"A",,"R",340,"R",29,"R",5202928,"R",1726,"R",187,"R",16,"R",2617,"R",152,"R",13,"R",1249,"R",71,"R",6,"R",968,"R",50,"R",4,"R",2673,"R",258,"R",22,"R",2900,"R",184,"R",16,"R",2472,"R",48,"R",4,"R",722,"R",50,"R",4,"R",2673,"Z",0,"Z",0,"A",,"R",1171,"R",16010,"R",7
146481,"R",356,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1436,"A",,"A",,"A",,"R",316,"R",89,"R",23590355,"R",364,"R",65,"R",18,"R",4959,"R",50,"R",14,"R",4595,"R",314,"R",88,"R",15365,"R",197,"R",55,"R",7192,"R",314,"R",88,"R",17123,"R",65,"R",18,"R",2855,"R",64,"R",18,"R",2137,"R",197,"R",55,"R",4380,"R",40,"R",11,"R",13849,"R",356,"R",1436,"R",25
146506,"R",550,"R",8,"R",457,"R",83,"R",83,"R",15,"R",10,"R",2,"Z",0,"Z",0,"R",7177,"A",,"A",,"A",,"R",500,"R",91,"R",9092231,"R",1558,"R",300,"R",55,"R",2154,"R",250,"R",45,"R",1018,"R",220,"R",40,"R",659,"R",200,"R",36,"R",2110,"R",500,"R",91,"R",2091,"R",300,"R",55,"R",2154,"Z",0,"Z",0,"A",,"R",200,"R",36,"R",2110,"Z",0,"Z",0,"A",,"R",550,"R",7177,"R",8
146533,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",246,"A",,"A",,"A",,"A",,"A",,"R",1090645,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",246,"A",
146603,"R",304,"R",4,"R",288,"R",95,"R",11,"R",4,"R",5,"R",2,"Z",0,"Z",0,"R",7875,"A",,"A",,"A",,"R",192,"R",63,"R",3601586,"R",1552,"R",126,"R",41,"R",2878,"R",105,"R",35,"R",1456,"R",48,"R",16,"R",2509,"R",55,"R",18,"R",2893,"R",163,"R",54,"R",3901,"R",126,"R",41,"R",2837,"R",8,"R",3,"R",644,"R",55,"R",18,"R",2893,"Z",0,"Z",0,"A",,"R",304,"R",7875,"R",4
146612,"R",635,"R",16,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3868,"A",,"A",,"A",,"R",427,"R",67,"R",28530733,"R",852,"R",162,"R",26,"R",3674,"R",226,"R",36,"R",4593,"R",427,"R",67,"R",10337,"R",427,"R",67,"R",5685,"R",427,"R",67,"R",14162,"R",154,"R",24,"R",2737,"R",120,"R",19,"R",1448,"R",427,"R",67,"R",4314,"R",58,"R",9,"R",10095,"R",635,"R",3868,"R",16
146621,"R",8,"R",14,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",57,"A",,"A",,"A",,"R",8,"R",100,"R",511069,"R",36,"R",4,"R",50,"R",2155,"R",3,"R",38,"R",1838,"R",8,"R",100,"R",8871,"R",5,"R",63,"R",2205,"R",8,"R",100,"R",10637,"R",4,"R",50,"R",2155,"Z",0,"Z",0,"A",,"R",5,"R",63,"R",2205,"Z",0,"Z",0,"A",,"R",8,"R",57,"R",14
146667,"R",125,"R",17,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",739,"A",,"A",,"A",,"R",118,"R",94,"R",3893422,"R",278,"R",39,"R",31,"R",3302,"R",89,"R",71,"R",3340,"R",96,"R",77,"R",3677,"R",89,"R",71,"R",5188,"R",106,"R",85,"R",7349,"R",39,"R",31,"R",2882,"R",12,"R",10,"R",1365,"R",89,"R",71,"R",3923,"R",13,"R",10,"R",8663,"R",125,"R",739,"R",17
146676,"R",428,"R",34,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1266,"A",,"A",,"A",,"R",403,"R",94,"R",12366001,"R",629,"R",143,"R",33,"R",3010,"R",148,"R",35,"R",3586,"R",326,"R",76,"R",5157,"R",206,"R",48,"R",4061,"R",326,"R",76,"R",8105,"R",143,"R",33,"R",2747,"R",24,"R",6,"R",1570,"R",190,"R",44,"R",3783,"R",16,"R",4,"R",7366,"R",428,"R",1266,"R",34
146685,"R",512,"R",8,"R",483,"R",94,"R",26,"R",5,"R",3,"R",1,"Z",0,"Z",0,"R",6655,"A",,"A",,"A",,"R",354,"R",69,"R",10521257,"R",1670,"R",243,"R",47,"R",2727,"R",198,"R",39,"R",1312,"R",55,"R",11,"R",1997,"R",126,"R",25,"R",3710,"R",296,"R",58,"R",3487,"R",241,"R",47,"R",2653,"R",32,"R",6,"R",726,"R",126,"R",25,"R",3676,"R",1,"R",0,"R",4300,"R",512,"R",6655,"R",8
146700,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2254,"R",100,"R",2254,"R",1739,"R",77,"R",3393351,"R",1248,"R",1432,"R",64,"R",1852,"Z",0,"Z",0,"A",,"R",23,"R",1,"R",4659,"R",1739,"R",77,"R",6076,"R",1455,"R",65,"R",1896,"R",1248,"R",55,"R",2038,"R",184,"R",8,"R",588,"R",1739,"R",77,"R",5869,"R",97,"R",4,"R",3716,"R",2254,"R",2254,"R",100
146719,"R",2031,"R",20,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9950,"A",,"A",,"A",,"R",1887,"R",93,"R",106175168,"R",2440,"R",481,"R",24,"R",4558,"R",452,"R",22,"R",4933,"R",1852,"R",91,"R",11469,"R",1542,"R",76,"R",7446,"R",1855,"R",91,"R",13834,"R",474,"R",23,"R",3082,"R",405,"R",20,"R",1807,"R",1535,"R",76,"R",4082,"R",363,"R",18,"R",14367,"R",2031,"R",9950,"R",20
146755,"R",3,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",210,"A",,"A",,"A",,"R",3,"R",100,"R",374936,"R",69,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",3,"R",100,"R",5167,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",3,"R",100,"R",3500,"R",2,"R",67,"R",2500,"R",3,"R",210,"R",1
146791,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",392,"R",57,"R",685,"R",375,"R",96,"R",1373280,"R",466,"R",374,"R",95,"R",2972,"Z",0,"Z",0,"A",,"R",1,"R",0,"R",1200,"R",322,"R",82,"R",3963,"R",374,"R",95,"R",2975,"R",341,"R",87,"R",3065,"R",261,"R",67,"R",254,"R",322,"R",82,"R",3963,"Z",0,"Z",0,"A",,"R",392,"R",685,"R",57
146807,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",26,"R",20,"R",128,"R",23,"R",88,"R",212298,"R",65,"R",19,"R",73,"R",3838,"Z",0,"Z",0,"A",,"Z",0,"Z",0,"A",,"R",15,"R",58,"R",4563,"R",19,"R",73,"R",3838,"R",19,"R",73,"R",3778,"R",3,"R",12,"R",382,"R",15,"R",58,"R",4563,"Z",0,"Z",0,"A",,"R",26,"R",128,"R",20
