unitid,"xscfa1n",scfa1n,"xscfa1p",scfa1p,"xscfa11n",scfa11n,"xscfa11p",scfa11p,"xscfa12n",scfa12n,"xscfa12p",scfa12p,"xscfa13n",scfa13n,"xscfa13p",scfa13p,"xscfa14n",scfa14n,"xscfa14p",scfa14p,"xscfa2",scfa2,"xscfy1n",scfy1n,"xscfy1p",scfy1p,"xscfy2",scfy2,"xanyaidn",anyaidn,"xanyaidp",anyaidp,"xfgrnt_n",fgrnt_n,"xfgrnt_p",fgrnt_p,"xfgrnt_a",fgrnt_a,"xsgrnt_n",sgrnt_n,"xsgrnt_p",sgrnt_p,"xsgrnt_a",sgrnt_a,"xigrnt_n",igrnt_n,"xigrnt_p",igrnt_p,"xigrnt_a",igrnt_a,"xloan_n",loan_n,"xloan_p",loan_p,"xloan_a",loan_a
156815,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",8,"R",47,"R",17,"R",7,"R",88,"R",7,"R",88,"R",3266,"R",3,"R",38,"R",6300,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
156842,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",19,"R",43,"R",44,"R",19,"R",100,"R",19,"R",100,"R",2242,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
156851,"R",174,"R",15,"R",0,"R",0,"R",166,"R",95,"R",8,"R",5,"R",0,"R",0,"R",1176,"B",,"B",,"B",,"R",159,"R",91,"R",82,"R",47,"R",1532,"R",137,"R",79,"R",511,"R",23,"R",13,"R",671,"R",17,"R",10,"R",1676
156860,"R",214,"R",9,"R",0,"R",0,"R",208,"R",97,"R",6,"R",3,"R",0,"R",0,"R",2449,"B",,"B",,"B",,"R",167,"R",78,"R",89,"R",42,"R",1,"R",157,"R",73,"R",1,"R",80,"R",37,"R",1,"R",10,"R",5,"R",1
156903,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",98,"R",100,"R",98,"R",68,"R",69,"R",14,"R",14,"R",1664,"R",28,"R",29,"R",391,"R",26,"R",27,"R",2639,"R",68,"R",69,"R",1512
156921,"R",830,"R",10,"R",0,"R",0,"R",811,"R",98,"R",19,"R",2,"R",0,"R",0,"R",8398,"B",,"B",,"B",,"R",567,"R",68,"R",365,"R",44,"R",1,"R",533,"R",64,"R",1,"R",8,"R",1,"R",1,"R",60,"R",7,"R",1
156949,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",31,"R",100,"R",31,"R",28,"R",90,"R",28,"R",90,"R",3125,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
156967,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",52,"R",100,"R",52,"R",33,"R",63,"R",33,"R",63,"R",1840,"R",1,"R",2,"H",,"R",0,"R",0,"R",0,"R",1,"R",2,"H",
157021,"R",164,"R",10,"B",,"B",,"B",,"B",,"B",,"B",,"R",164,"R",100,"R",1723,"B",,"B",,"B",,"R",149,"R",91,"R",107,"R",65,"R",1979,"R",87,"R",53,"R",355,"R",32,"R",20,"R",444,"R",122,"R",74,"R",4021
157030,"R",13,"R",16,"B",,"B",,"B",,"B",,"B",,"B",,"R",13,"R",100,"R",80,"B",,"B",,"B",,"R",9,"R",69,"R",9,"R",69,"R",1863,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
157076,"R",162,"R",22,"B",,"B",,"B",,"B",,"B",,"B",,"R",162,"R",100,"R",727,"B",,"B",,"B",,"R",153,"R",94,"R",57,"R",35,"R",2837,"R",96,"R",59,"R",1841,"R",145,"R",90,"R",4000,"R",98,"R",60,"R",3150
157085,"R",2644,"R",16,"R",0,"R",0,"R",2214,"R",84,"R",430,"R",16,"R",0,"R",0,"R",16841,"B",,"B",,"B",,"R",2097,"R",79,"R",372,"R",14,"R",2425,"R",1787,"R",68,"R",751,"R",648,"R",25,"R",3971,"R",796,"R",30,"R",2700
157100,"R",156,"R",28,"B",,"B",,"B",,"B",,"B",,"B",,"R",156,"R",100,"R",563,"B",,"B",,"B",,"R",148,"R",95,"R",51,"R",33,"R",2155,"R",38,"R",24,"R",1805,"R",80,"R",51,"R",2850,"R",109,"R",70,"R",4007
157119,"R",53,"R",12,"R",0,"R",0,"R",53,"R",100,"R",0,"R",0,"R",0,"R",0,"R",432,"B",,"B",,"B",,"R",48,"R",91,"R",44,"R",83,"R",2027,"R",15,"R",28,"R",425,"R",2,"R",4,"H",,"R",7,"R",13,"R",2225
157173,"R",1327,"R",20,"R",0,"R",0,"R",1247,"R",94,"R",80,"R",6,"R",0,"R",0,"R",6802,"B",,"B",,"B",,"R",789,"R",59,"R",264,"R",20,"R",2195,"R",642,"R",48,"R",625,"R",58,"R",4,"R",1153,"R",317,"R",24,"R",3017
157270,"R",204,"R",32,"B",,"B",,"B",,"B",,"B",,"B",,"R",204,"R",100,"R",631,"B",,"B",,"B",,"R",179,"R",88,"R",84,"R",41,"R",1976,"R",38,"R",19,"R",479,"R",43,"R",21,"R",1099,"R",163,"R",80,"R",5669
157289,"R",2296,"R",16,"R",0,"R",0,"R",1957,"R",85,"R",339,"R",15,"R",0,"R",0,"R",14694,"B",,"B",,"B",,"R",2025,"R",88,"R",499,"R",22,"R",2457,"R",1639,"R",71,"R",695,"R",922,"R",40,"R",3694,"R",658,"R",29,"R",3113
157304,"R",187,"R",11,"R",0,"R",0,"R",187,"R",100,"R",0,"R",0,"R",0,"R",0,"R",1742,"B",,"B",,"B",,"R",168,"R",90,"R",74,"R",40,"R",1914,"R",161,"R",86,"R",726,"R",23,"R",12,"R",1050,"R",8,"R",4,"R",1138
157313,"R",42,"R",8,"R",0,"R",0,"R",42,"R",100,"R",0,"R",0,"R",0,"R",0,"R",499,"B",,"B",,"B",,"R",5,"R",12,"R",5,"R",12,"R",2554,"R",2,"R",5,"H",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
157322,"R",176,"R",27,"R",36,"R",20,"R",133,"R",76,"R",7,"R",4,"R",0,"R",0,"R",655,"B",,"B",,"B",,"R",164,"R",93,"R",102,"R",58,"R",3125,"R",34,"R",19,"R",660,"R",4,"R",2,"R",1000,"R",24,"R",14,"R",2625
157331,"R",168,"R",13,"R",0,"R",0,"R",158,"R",94,"R",10,"R",6,"R",0,"R",0,"R",1278,"B",,"B",,"B",,"R",148,"R",88,"R",97,"R",58,"R",2388,"R",129,"R",77,"R",718,"R",37,"R",22,"R",1095,"R",10,"R",6,"R",1530
157359,"R",38,"R",16,"B",,"B",,"B",,"B",,"B",,"B",,"R",38,"R",100,"R",245,"B",,"B",,"B",,"R",22,"R",58,"R",22,"R",58,"R",2495,"R",18,"R",47,"R",2094,"R",1,"R",3,"H",,"R",14,"R",37,"R",2452
157377,"R",118,"R",14,"B",,"B",,"B",,"B",,"B",,"B",,"R",118,"R",100,"R",816,"B",,"B",,"B",,"R",107,"R",91,"R",54,"R",46,"R",2801,"R",94,"R",80,"R",5386,"R",92,"R",78,"R",3266,"R",43,"R",36,"R",5194
157386,"R",1300,"R",23,"A",,"B",,"R",1099,"R",85,"R",201,"R",15,"R",0,"R",0,"R",5614,"B",,"B",,"B",,"R",1243,"R",96,"R",588,"R",45,"R",2264,"R",1004,"R",77,"R",803,"R",574,"R",44,"R",1806,"R",564,"R",43,"R",2723
157395,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",16,"R",100,"R",16,"R",16,"R",100,"R",6,"R",38,"R",3000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8,"R",50,"R",2625
157401,"R",1166,"R",16,"A",,"B",,"R",765,"R",66,"R",401,"R",34,"R",0,"R",0,"R",7288,"B",,"B",,"B",,"R",1087,"R",93,"R",335,"R",29,"R",2167,"R",712,"R",61,"R",899,"R",615,"R",53,"R",2899,"R",562,"R",48,"R",3026
157438,"R",243,"R",35,"R",214,"R",88,"R",15,"R",6,"R",14,"R",6,"R",0,"R",0,"R",686,"B",,"B",,"B",,"R",91,"R",37,"R",73,"R",30,"R",630,"R",34,"R",14,"R",297,"R",0,"R",0,"R",0,"R",38,"R",16,"R",271
157447,"R",1696,"R",16,"A",,"B",,"R",1308,"R",77,"R",388,"R",23,"R",0,"R",0,"R",10644,"B",,"B",,"B",,"R",1115,"R",66,"R",334,"R",20,"R",2022,"R",1064,"R",63,"R",802,"R",336,"R",20,"R",2226,"R",624,"R",37,"R",3275
157456,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",25,"R",56,"R",45,"R",20,"R",80,"R",20,"R",80,"R",2750,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
157483,"R",458,"R",16,"R",0,"R",0,"R",442,"R",97,"R",16,"R",3,"R",0,"R",0,"R",2933,"B",,"B",,"B",,"R",405,"R",88,"R",182,"R",40,"R",1825,"R",367,"R",80,"R",762,"R",98,"R",21,"R",1556,"R",28,"R",6,"R",2706
157508,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",18,"R",46,"R",39,"R",18,"R",100,"R",18,"R",75,"R",1562,"R",0,"R",0,"R",0,"R",3,"R",13,"R",1000,"R",0,"R",0,"R",0
157535,"R",206,"R",27,"B",,"B",,"B",,"B",,"B",,"B",,"R",206,"R",100,"R",773,"B",,"B",,"B",,"R",194,"R",94,"R",122,"R",59,"R",1700,"R",140,"R",68,"R",800,"R",159,"R",77,"R",2000,"R",151,"R",73,"R",1500
157553,"R",450,"R",18,"R",432,"R",96,"R",16,"R",4,"R",2,"R",0,"R",0,"R",0,"R",2462,"B",,"B",,"B",,"R",443,"R",98,"R",366,"R",81,"R",2109,"R",366,"R",81,"R",527,"R",41,"R",9,"R",457,"R",53,"R",12,"R",2165
157580,"R",1,"R",5,"D",,"B",,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"R",22,"B",,"B",,"B",,"R",1,"R",100,"R",1,"R",100,"H",,"R",1,"R",100,"H",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
157599,"R",306,"R",84,"B",,"B",,"B",,"B",,"B",,"B",,"R",306,"R",100,"R",366,"B",,"B",,"B",,"R",208,"R",68,"R",150,"R",49,"R",2000,"R",36,"R",12,"R",608,"R",10,"R",3,"R",1000,"R",208,"R",68,"R",2675
157605,"R",199,"R",51,"R",185,"R",93,"R",7,"R",4,"R",7,"R",4,"R",0,"R",0,"R",392,"B",,"B",,"B",,"R",136,"R",68,"R",136,"R",68,"R",1006,"R",17,"R",9,"R",588,"R",2,"R",1,"H",,"R",0,"R",0,"R",0
157614,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",39,"R",60,"R",65,"R",20,"R",51,"R",11,"R",28,"R",1272,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14,"R",36,"R",2330
157632,"R",143,"R",38,"B",,"B",,"B",,"B",,"B",,"B",,"R",143,"R",100,"R",380,"B",,"B",,"B",,"R",134,"R",94,"R",77,"R",54,"R",2293,"R",114,"R",80,"R",1951,"R",79,"R",55,"R",1962,"R",88,"R",62,"R",3226
157650,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",59,"R",100,"R",59,"R",53,"R",90,"R",41,"R",69,"R",2450,"R",0,"R",0,"R",0,"R",3,"R",5,"R",600,"R",31,"R",53,"R",2625
157669,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",29,"R",100,"R",29,"R",27,"R",93,"R",27,"R",93,"R",3300,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
157678,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",48,"R",100,"R",48,"R",45,"R",94,"R",41,"R",85,"R",2150,"R",0,"R",0,"R",0,"R",2,"R",4,"H",,"R",24,"R",50,"R",2625
157711,"R",489,"R",20,"R",0,"R",0,"R",488,"R",100,"R",1,"R",0,"R",0,"R",0,"R",2407,"B",,"B",,"B",,"R",412,"R",84,"R",276,"R",56,"R",1,"R",382,"R",78,"R",1,"R",52,"R",11,"R",1,"R",382,"R",78,"R",1
157720,"R",146,"R",34,"R",146,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",431,"B",,"B",,"B",,"R",146,"R",100,"R",124,"R",85,"R",1776,"R",124,"R",85,"R",1436,"R",2,"R",1,"H",,"R",0,"R",0,"R",0
157739,"R",503,"R",21,"R",0,"R",0,"R",451,"R",90,"R",52,"R",10,"R",0,"R",0,"R",2343,"B",,"B",,"B",,"R",442,"R",88,"R",322,"R",64,"R",2172,"R",263,"R",52,"R",860,"R",24,"R",5,"R",1230,"R",56,"R",11,"R",1745
157748,"R",31,"R",5,"B",,"B",,"B",,"B",,"B",,"B",,"R",31,"R",100,"R",586,"B",,"B",,"B",,"R",23,"R",74,"A",,"B",,"R",0,"A",,"B",,"R",0,"R",16,"R",52,"R",118,"R",2,"R",6,"H",
157757,"R",143,"R",12,"B",,"B",,"B",,"B",,"B",,"B",,"R",143,"R",100,"R",1180,"B",,"B",,"B",,"R",141,"R",99,"R",50,"R",35,"R",2466,"R",109,"R",76,"R",1582,"R",136,"R",95,"R",5485,"R",84,"R",59,"R",3573
157766,"R",148,"R",35,"B",,"B",,"B",,"B",,"B",,"B",,"R",148,"R",100,"R",417,"B",,"B",,"B",,"R",126,"R",85,"R",80,"R",54,"R",2233,"R",19,"R",13,"R",301,"R",9,"R",6,"R",805,"R",119,"R",80,"R",4538
157809,"R",166,"R",15,"B",,"B",,"B",,"B",,"B",,"B",,"R",166,"R",100,"R",1087,"B",,"B",,"B",,"R",166,"R",100,"R",42,"R",25,"R",2682,"R",107,"R",64,"R",1407,"R",165,"R",99,"R",4929,"R",105,"R",63,"R",2601
157818,"R",291,"R",27,"B",,"B",,"B",,"B",,"B",,"B",,"R",291,"R",100,"R",1073,"B",,"B",,"B",,"R",285,"R",98,"R",54,"R",19,"R",2124,"R",247,"R",85,"R",1495,"R",285,"R",98,"R",7378,"R",154,"R",53,"R",3726
157827,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",36,"R",100,"R",36,"R",32,"R",89,"R",18,"R",50,"R",1866,"R",1,"R",3,"H",,"R",4,"R",11,"R",471,"R",20,"R",56,"R",1975
157845,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",43,"R",100,"R",43,"R",38,"R",88,"R",35,"R",81,"R",3300,"R",3,"R",7,"R",5900,"R",13,"R",30,"R",350,"R",0,"R",0,"R",0
157863,"R",90,"R",17,"B",,"B",,"B",,"B",,"B",,"B",,"R",90,"R",100,"R",541,"B",,"B",,"B",,"R",88,"R",98,"R",45,"R",50,"R",2541,"R",55,"R",61,"R",2011,"R",79,"R",88,"R",3650,"R",61,"R",68,"R",2445
157942,"R",152,"R",20,"D",,"B",,"R",147,"R",97,"R",5,"R",3,"R",0,"R",0,"R",762,"B",,"B",,"B",,"R",77,"R",51,"R",66,"R",43,"R",2403,"R",22,"R",14,"R",557,"R",14,"R",9,"R",753,"R",21,"R",14,"R",2427
157951,"R",2413,"R",23,"R",0,"R",0,"R",1931,"R",80,"R",482,"R",20,"R",0,"R",0,"R",10449,"B",,"B",,"B",,"R",2213,"R",92,"R",736,"R",31,"R",2117,"R",1814,"R",75,"R",1102,"R",674,"R",28,"R",2547,"R",882,"R",37,"R",2490
158079,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",58,"R",100,"R",58,"R",53,"R",91,"R",53,"R",91,"R",2643,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
158088,"R",15,"R",4,"R",0,"R",0,"R",15,"R",100,"R",0,"R",0,"R",0,"R",0,"R",370,"B",,"B",,"B",,"R",8,"R",53,"R",6,"R",40,"R",2579,"R",1,"R",7,"H",,"R",1,"R",7,"H",,"R",0,"R",0,"R",0
158158,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",77,"R",44,"R",175,"R",72,"R",94,"R",60,"R",78,"R",1701,"R",7,"R",9,"R",5220,"R",0,"R",0,"R",0,"R",59,"R",77,"R",4524
158219,"R",48,"R",11,"R",0,"R",0,"R",47,"R",98,"R",1,"R",2,"R",0,"R",0,"R",440,"B",,"B",,"B",,"R",15,"R",31,"R",10,"R",21,"R",3000,"R",5,"R",10,"R",229,"R",10,"R",21,"R",576,"R",0,"R",0,"R",0
158237,"R",65,"R",12,"R",0,"R",0,"R",65,"R",100,"R",0,"R",0,"R",0,"R",0,"R",524,"B",,"B",,"B",,"R",16,"R",25,"R",16,"R",25,"R",1100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
158282,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",51,"R",100,"R",51,"R",45,"R",88,"R",45,"R",88,"R",5325,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
158307,"R",438,"R",70,"R",0,"R",0,"R",438,"R",100,"R",0,"R",0,"R",0,"R",0,"R",627,"B",,"B",,"B",,"R",60,"R",14,"R",60,"R",14,"R",2153,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
158325,"R",43,"R",70,"B",,"B",,"B",,"B",,"B",,"B",,"R",43,"R",100,"R",61,"B",,"B",,"B",,"R",38,"R",88,"R",14,"R",33,"R",850,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27,"R",63,"R",2820
158334,"R",16,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",16,"R",100,"R",16,"B",,"B",,"B",,"R",7,"R",44,"R",7,"R",44,"R",2603,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
158343,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",78,"R",54,"R",144,"R",78,"R",100,"R",78,"R",100,"R",2000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",78,"R",100,"R",4000
158352,"R",485,"R",48,"R",0,"R",0,"R",485,"R",100,"R",0,"R",0,"R",0,"R",0,"R",1015,"B",,"B",,"B",,"R",278,"R",57,"R",278,"R",57,"R",1882,"R",28,"R",6,"R",276,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
158431,"R",409,"R",10,"R",0,"R",0,"R",402,"R",98,"R",7,"R",2,"R",0,"R",0,"R",4020,"B",,"B",,"B",,"R",334,"R",82,"R",168,"R",41,"R",1292,"R",43,"R",11,"R",525,"R",53,"R",13,"R",462,"R",70,"R",17,"R",1603
158440,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",255,"R",62,"R",410,"R",201,"R",79,"R",201,"R",79,"R",2048,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
158477,"R",269,"R",31,"B",,"B",,"B",,"B",,"B",,"B",,"R",269,"R",100,"R",878,"B",,"B",,"B",,"R",258,"R",96,"R",59,"R",22,"R",2500,"R",159,"R",59,"R",2720,"R",206,"R",77,"R",7362,"R",122,"R",45,"R",3096
158538,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",14,"R",100,"R",14,"R",10,"R",71,"R",10,"R",71,"R",3125,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
158583,"R",21,"R",4,"R",21,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",555,"B",,"B",,"B",,"R",15,"R",71,"R",7,"R",33,"R",3300,"R",4,"R",19,"R",500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
158617,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",650,"R",100,"R",650,"R",447,"R",69,"R",22,"R",3,"R",3300,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",447,"R",69,"R",2400
158662,"R",977,"R",7,"R",800,"R",82,"R",173,"R",18,"R",4,"R",0,"R",0,"R",0,"R",13131,"B",,"B",,"B",,"R",511,"R",52,"R",433,"R",44,"R",2479,"R",17,"R",2,"R",796,"R",51,"R",5,"R",619,"R",260,"R",27,"R",2681
158723,"R",212,"R",71,"B",,"B",,"B",,"B",,"B",,"B",,"R",212,"R",100,"R",298,"B",,"B",,"B",,"R",200,"R",94,"R",185,"R",87,"R",3000,"R",5,"R",2,"R",500,"R",25,"R",12,"R",1000,"R",180,"R",85,"R",6500
158769,"R",95,"R",8,"R",0,"R",0,"R",93,"R",98,"R",2,"R",2,"R",0,"R",0,"R",1128,"B",,"B",,"B",,"R",38,"R",40,"R",38,"R",40,"R",1820,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
158778,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",95,"R",100,"R",95,"R",90,"R",95,"R",90,"R",95,"R",1451,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
158787,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",45,"R",100,"R",45,"R",18,"R",40,"R",18,"R",40,"R",2289,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
158802,"R",613,"R",32,"B",,"B",,"B",,"B",,"B",,"B",,"R",613,"R",100,"R",1902,"B",,"B",,"B",,"R",577,"R",94,"R",490,"R",80,"R",2357,"R",139,"R",23,"R",2197,"R",390,"R",64,"R",3879,"R",451,"R",74,"R",2968
158884,"R",338,"R",18,"R",338,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1884,"B",,"B",,"B",,"R",79,"R",23,"R",63,"R",19,"R",1199,"R",10,"R",3,"R",495,"R",2,"R",1,"H",,"R",40,"R",12,"R",1472
158893,"R",246,"R",59,"R",0,"R",0,"R",246,"R",100,"R",0,"R",0,"R",0,"R",0,"R",419,"B",,"B",,"B",,"R",102,"R",41,"R",102,"R",41,"R",1918,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
158936,"R",77,"R",100,"R",0,"R",0,"R",74,"R",96,"R",3,"R",4,"R",0,"R",0,"R",77,"B",,"B",,"B",,"R",29,"R",38,"R",26,"R",34,"R",3125,"R",6,"R",8,"R",489,"R",2,"R",3,"H",,"R",0,"R",0,"R",0
158945,"R",332,"R",100,"R",0,"R",0,"R",332,"R",100,"R",0,"R",0,"R",0,"R",0,"R",332,"B",,"B",,"B",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
158954,"R",24,"R",30,"B",,"B",,"B",,"B",,"B",,"B",,"R",24,"R",100,"R",80,"B",,"B",,"B",,"R",22,"R",92,"R",15,"R",63,"R",1757,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22,"R",92,"R",6623
159009,"R",690,"R",16,"R",0,"R",0,"R",486,"R",70,"R",204,"R",30,"R",0,"R",0,"R",4260,"B",,"B",,"B",,"R",681,"R",99,"R",485,"R",70,"R",1502,"R",36,"R",5,"R",1113,"R",195,"R",28,"R",1005,"R",506,"R",73,"R",1868
159018,"R",127,"R",28,"R",0,"R",0,"R",126,"R",99,"R",1,"R",1,"R",0,"R",0,"R",450,"B",,"B",,"B",,"R",59,"R",46,"R",56,"R",44,"R",1812,"R",7,"R",6,"R",392,"R",3,"R",2,"R",485,"R",0,"R",0,"R",0
159027,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",82,"R",100,"R",82,"R",78,"R",95,"R",70,"R",85,"R",3300,"R",4,"R",5,"R",386,"R",1,"R",1,"H",,"R",67,"R",82,"R",6625
159045,"R",91,"R",49,"R",0,"R",0,"R",88,"R",97,"R",3,"R",3,"R",0,"R",0,"R",187,"B",,"B",,"B",,"R",33,"R",36,"R",4,"R",4,"R",1385,"R",1,"R",1,"H",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
159090,"R",54,"R",36,"R",0,"R",0,"R",54,"R",100,"R",0,"R",0,"R",0,"R",0,"R",149,"B",,"B",,"B",,"R",22,"R",41,"R",8,"R",15,"R",1655,"R",11,"R",20,"R",261,"R",3,"R",6,"R",1320,"R",0,"R",0,"R",0
159197,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",303,"R",100,"R",303,"R",245,"R",81,"R",88,"R",29,"R",5531,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",146,"R",48,"R",9218
159249,"R",88,"R",100,"R",0,"R",0,"R",88,"R",100,"R",0,"R",0,"R",0,"R",0,"R",88,"B",,"B",,"B",,"R",81,"R",92,"R",81,"R",92,"R",785,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
159258,"R",79,"R",27,"R",0,"R",0,"R",78,"R",99,"R",1,"R",1,"R",0,"R",0,"R",293,"B",,"B",,"B",,"R",18,"R",23,"R",14,"R",18,"R",593,"R",4,"R",5,"R",250,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
159267,"R",414,"R",36,"R",412,"R",100,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1143,"B",,"B",,"B",,"R",82,"R",20,"R",57,"R",14,"R",2075,"R",25,"R",6,"R",820,"R",1,"R",0,"H",,"R",0,"R",0,"R",0
159382,"R",352,"R",15,"R",0,"R",0,"R",347,"R",99,"R",5,"R",1,"R",0,"R",0,"R",2400,"B",,"B",,"B",,"R",234,"R",66,"R",152,"R",43,"R",2243,"R",75,"R",21,"R",913,"R",38,"R",11,"R",569,"R",76,"R",22,"R",2069
159391,"R",5174,"R",20,"A",,"B",,"R",4678,"R",90,"R",496,"R",10,"R",0,"R",0,"R",25911,"B",,"B",,"B",,"R",4823,"R",93,"R",951,"R",18,"R",2261,"R",4108,"R",79,"R",2685,"R",967,"R",19,"R",2416,"R",1454,"R",28,"R",2631
159407,"R",669,"R",23,"R",0,"R",0,"R",665,"R",99,"R",4,"R",1,"R",0,"R",0,"R",2901,"B",,"B",,"B",,"R",513,"R",77,"R",319,"R",48,"R",2273,"R",41,"R",6,"R",1469,"R",21,"R",3,"R",469,"R",247,"R",37,"R",2239
159416,"R",464,"R",13,"R",0,"R",0,"R",451,"R",97,"R",13,"R",3,"R",0,"R",0,"R",3557,"B",,"B",,"B",,"R",436,"R",94,"R",158,"R",34,"R",2187,"R",213,"R",46,"R",1713,"R",325,"R",70,"R",767,"R",135,"R",29,"R",2513
159443,"R",209,"R",26,"R",209,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",815,"B",,"B",,"B",,"R",107,"R",51,"R",66,"R",32,"R",3300,"R",20,"R",10,"R",720,"R",21,"R",10,"R",720,"R",0,"R",0,"R",0
159513,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",19,"R",22,"R",86,"R",15,"R",79,"R",7,"R",37,"R",3286,"B",,"B",,"B",,"R",3,"R",16,"R",4800,"R",13,"R",68,"R",3308
