unitid,"xscfa1n",scfa1n,"xscfa1p",scfa1p,"xscfa11n",scfa11n,"xscfa11p",scfa11p,"xscfa12n",scfa12n,"xscfa12p",scfa12p,"xscfa13n",scfa13n,"xscfa13p",scfa13p,"xscfa14n",scfa14n,"xscfa14p",scfa14p,"xscfa2",scfa2,"xscfy1n",scfy1n,"xscfy1p",scfy1p,"xscfy2",scfy2,"xanyaidn",anyaidn,"xanyaidp",anyaidp,"xfgrnt_n",fgrnt_n,"xfgrnt_p",fgrnt_p,"xfgrnt_a",fgrnt_a,"xsgrnt_n",sgrnt_n,"xsgrnt_p",sgrnt_p,"xsgrnt_a",sgrnt_a,"xigrnt_n",igrnt_n,"xigrnt_p",igrnt_p,"xigrnt_a",igrnt_a,"xloan_n",loan_n,"xloan_p",loan_p,"xloan_a",loan_a
418506,"R",34,"R",100,"R",0,"R",0,"R",30,"R",88,"R",4,"R",12,"R",0,"R",0,"R",34,"B",,"B",,"B",,"R",27,"R",79,"R",27,"R",79,"R",4820,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
418515,"R",12,"R",22,"R",1,"R",8,"R",11,"R",92,"R",0,"R",0,"R",0,"R",0,"R",55,"B",,"B",,"B",,"R",12,"R",100,"R",9,"R",75,"R",3015,"R",5,"R",42,"R",2778,"R",0,"R",0,"R",0,"R",10,"R",83,"R",4698
418524,"R",26,"R",100,"R",0,"R",0,"R",26,"R",100,"R",0,"R",0,"R",0,"R",0,"R",26,"B",,"B",,"B",,"R",26,"R",100,"R",19,"R",73,"R",1213,"R",0,"R",0,"R",0,"R",2,"R",8,"H",,"R",26,"R",100,"R",5054
418533,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",139,"R",86,"R",162,"R",113,"R",81,"R",60,"R",43,"R",1592,"R",8,"R",6,"R",3210,"R",18,"R",13,"R",2221,"R",88,"R",63,"R",4238
418542,"R",92,"R",100,"R",92,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",92,"B",,"B",,"B",,"R",63,"R",68,"R",63,"R",68,"R",940,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35,"R",38,"R",4236
418560,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",17,"R",61,"R",28,"R",15,"R",88,"R",15,"R",88,"R",2558,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9,"R",53,"R",2568
418588,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",19,"R",100,"R",19,"R",17,"R",89,"R",12,"R",63,"R",3066,"R",1,"R",5,"H",,"A",,"B",,"A",,"R",16,"R",84,"R",7028
418603,"R",18,"R",62,"R",0,"R",0,"R",18,"R",100,"R",0,"R",0,"R",0,"R",0,"R",29,"B",,"B",,"B",,"R",18,"R",100,"R",14,"R",78,"R",3432,"R",5,"R",28,"R",4344,"R",0,"R",0,"R",0,"R",17,"R",94,"R",6753
418612,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",24,"R",100,"R",24,"R",21,"R",88,"R",10,"R",42,"R",2579,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16,"R",67,"R",3314
418658,"R",31,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",31,"R",100,"R",31,"B",,"B",,"B",,"R",29,"R",94,"R",27,"R",87,"R",1127,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29,"R",94,"R",4204
418700,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",282,"R",100,"R",282,"R",275,"R",98,"R",275,"R",98,"R",3000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
418719,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",119,"R",100,"R",119,"R",118,"R",99,"R",118,"R",99,"R",85,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
418728,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",540,"R",100,"R",540,"R",540,"R",100,"R",540,"R",100,"R",3317,"R",540,"R",100,"R",225,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
418755,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",103,"R",100,"R",103,"R",68,"R",66,"R",68,"R",70,"R",3300,"R",41,"R",42,"R",4000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
418773,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",235,"R",100,"R",235,"R",231,"R",98,"R",231,"R",98,"R",3125,"R",152,"R",65,"R",180,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
418782,"R",228,"R",84,"B",,"B",,"B",,"B",,"B",,"B",,"R",228,"R",100,"R",270,"B",,"B",,"B",,"R",218,"R",96,"R",218,"R",96,"R",3168,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",2,"R",1837
418834,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",33,"R",100,"R",33,"R",32,"R",97,"R",32,"R",97,"R",3300,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
418870,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",72,"R",94,"R",77,"R",61,"R",85,"R",49,"R",68,"R",1525,"R",8,"R",11,"R",740,"R",0,"R",0,"R",0,"R",52,"R",72,"R",4925
418889,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",34,"R",8,"R",435,"R",23,"R",68,"R",21,"R",62,"R",1133,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7,"R",21,"R",4683
418913,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",33,"R",69,"R",48,"R",27,"R",82,"R",25,"R",76,"R",2048,"R",2,"R",6,"H",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
418940,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",28,"R",100,"R",28,"R",13,"R",46,"R",12,"R",43,"R",1152,"R",0,"R",0,"R",0,"R",11,"R",39,"R",1301,"R",3,"R",11,"R",2547
418968,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",71,"R",45,"R",158,"R",50,"R",70,"R",50,"R",70,"R",3300,"A",,"B",,"A",,"A",,"B",,"A",,"A",,"B",,"A",
418977,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",26,"R",100,"R",26,"R",14,"R",54,"R",14,"R",54,"R",2025,"R",0,"R",0,"R",0,"R",2,"R",8,"H",,"R",14,"R",54,"R",1746
419004,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",31,"R",100,"R",31,"R",14,"R",45,"R",11,"R",35,"R",3125,"R",4,"R",13,"R",2544,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
419022,"R",527,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",527,"R",100,"R",527,"B",,"B",,"B",,"R",480,"R",91,"R",366,"R",69,"R",2228,"R",0,"R",0,"R",0,"R",270,"R",51,"R",371,"R",401,"R",76,"R",3998
419031,"R",144,"R",100,"R",0,"R",0,"R",144,"R",100,"R",0,"R",0,"R",0,"R",0,"R",144,"B",,"B",,"B",,"R",13,"R",9,"R",13,"R",9,"R",2442,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
419101,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",166,"R",66,"R",251,"R",147,"R",89,"R",119,"R",72,"R",1954,"R",53,"R",32,"R",1162,"R",0,"R",0,"R",0,"R",139,"R",84,"R",3281
419147,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",20,"R",63,"R",32,"R",20,"R",100,"R",20,"R",100,"R",3000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20,"R",100,"R",5500
419156,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",93,"R",37,"R",249,"R",47,"R",51,"R",17,"R",18,"R",1632,"R",3,"R",3,"R",4199,"R",0,"R",0,"R",0,"R",37,"R",40,"R",3257
419183,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",206,"R",100,"R",206,"R",175,"R",85,"R",149,"R",72,"R",1437,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",175,"R",85,"R",2592
419217,"R",38,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",38,"R",100,"R",38,"B",,"B",,"B",,"R",14,"R",37,"R",14,"R",37,"R",2787,"R",0,"R",0,"R",0,"R",6,"R",16,"R",1750,"R",0,"R",0,"R",0
419226,"R",16,"R",47,"R",0,"R",0,"R",16,"R",100,"R",0,"R",0,"R",0,"R",0,"R",34,"B",,"B",,"B",,"R",10,"R",63,"R",10,"R",63,"R",2216,"R",3,"R",19,"R",1500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
419235,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",54,"R",45,"R",120,"R",54,"R",100,"R",54,"R",100,"R",1809,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",47,"R",87,"R",1807
419244,"R",28,"R",29,"B",,"B",,"B",,"B",,"B",,"B",,"R",28,"R",100,"R",97,"B",,"B",,"B",,"R",15,"R",54,"R",1,"R",4,"H",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13,"R",46,"R",3322
384397,"R",34,"R",11,"D",,"B",,"D",,"B",,"D",,"B",,"R",34,"R",100,"R",304,"B",,"B",,"B",,"R",34,"R",100,"R",7,"R",21,"R",1652,"R",34,"R",100,"R",1117,"R",0,"R",0,"R",0,"R",1,"R",3,"H",
419262,"R",29,"R",100,"R",0,"R",0,"R",29,"R",100,"R",0,"R",0,"R",0,"R",0,"R",29,"B",,"B",,"B",,"R",25,"R",86,"R",16,"R",55,"R",3000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24,"R",83,"R",6000
419271,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",20,"R",48,"R",42,"R",19,"R",95,"R",16,"R",80,"R",1370,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
419280,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",31,"R",100,"R",31,"R",26,"R",84,"R",19,"R",61,"R",3000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9,"R",29,"R",2781
419305,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",101,"R",100,"R",101,"R",101,"R",100,"R",80,"R",79,"R",3300,"R",5,"R",5,"R",6000,"R",5,"R",5,"R",6000,"R",80,"R",79,"R",6625
419314,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",28,"R",97,"R",29,"R",21,"R",75,"R",12,"R",43,"R",2557,"R",4,"R",14,"R",4567,"R",0,"R",0,"R",0,"R",15,"R",54,"R",4543
419332,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",44,"R",100,"R",44,"R",19,"R",43,"R",17,"R",39,"R",3059,"R",0,"R",0,"R",0,"R",1,"R",2,"H",,"R",17,"R",39,"R",6401
419341,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",67,"R",54,"R",125,"R",67,"R",100,"R",60,"R",90,"R",2665,"R",15,"R",22,"R",1666,"R",6,"R",9,"R",500,"R",67,"R",100,"R",5700
419350,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",53,"R",100,"R",53,"R",53,"R",100,"R",53,"R",100,"R",85,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
419369,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",278,"R",100,"R",278,"R",278,"R",100,"R",278,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
419378,"R",176,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",176,"R",100,"R",176,"B",,"B",,"B",,"R",176,"R",100,"R",162,"R",92,"A",,"R",66,"R",38,"A",,"A",,"B",,"A",,"A",,"B",,"A",
419411,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",26,"R",100,"R",26,"R",25,"R",96,"R",8,"R",31,"R",760,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17,"R",65,"R",4149
419439,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",34,"R",92,"R",37,"R",23,"R",68,"R",23,"R",68,"R",3100,"R",0,"R",0,"R",0,"R",5,"R",15,"R",600,"R",0,"R",0,"R",0
419484,"R",18,"R",100,"R",0,"R",0,"R",18,"R",100,"R",0,"R",0,"R",0,"R",0,"R",18,"B",,"B",,"B",,"R",18,"R",100,"R",14,"R",78,"R",5381,"R",0,"R",0,"R",0,"R",8,"R",44,"R",500,"R",16,"R",89,"R",3000
419633,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",104,"R",100,"R",104,"R",70,"R",67,"R",70,"R",67,"R",2205,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
419660,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",532,"R",100,"R",532,"R",498,"R",94,"R",498,"R",94,"R",3125,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",498,"R",94,"R",2625
419688,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",302,"R",100,"R",302,"R",256,"R",85,"R",225,"R",75,"R",2203,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",226,"R",75,"R",3552
419703,"R",416,"R",77,"B",,"B",,"B",,"B",,"B",,"B",,"R",416,"R",100,"R",538,"B",,"B",,"B",,"R",399,"R",96,"R",399,"R",96,"R",3168,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",58,"R",14,"R",1429
419712,"R",192,"R",90,"B",,"B",,"B",,"B",,"B",,"B",,"R",192,"R",100,"R",214,"B",,"B",,"B",,"R",184,"R",96,"R",184,"R",96,"R",3168,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14,"R",7,"R",1746
419721,"R",280,"R",88,"B",,"B",,"B",,"B",,"B",,"B",,"R",280,"R",100,"R",318,"B",,"B",,"B",,"R",268,"R",96,"R",268,"R",96,"R",3168,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41,"R",15,"R",1284
420006,"R",207,"R",40,"B",,"B",,"B",,"B",,"B",,"B",,"R",207,"R",100,"R",519,"B",,"B",,"B",,"R",144,"R",70,"R",119,"R",57,"R",1764,"R",12,"R",6,"R",630,"R",2,"R",1,"H",,"R",127,"R",61,"R",3873
420024,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",331,"R",100,"R",331,"R",307,"R",93,"R",277,"R",84,"R",2426,"R",1,"R",0,"H",,"R",20,"R",6,"R",1111,"R",306,"R",92,"R",3722
420042,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",184,"R",9,"R",2056,"R",86,"R",47,"R",46,"R",25,"R",2125,"A",,"B",,"A",,"A",,"B",,"A",,"R",83,"R",45,"R",6950
420103,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",414,"R",100,"R",414,"R",343,"R",83,"R",165,"R",40,"R",2500,"R",9,"R",2,"R",500,"R",0,"R",0,"R",0,"R",321,"R",78,"R",2500
420194,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",181,"R",73,"R",247,"R",181,"R",100,"R",120,"R",66,"R",4000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",161,"R",89,"R",2625
420200,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",57,"R",45,"R",128,"R",34,"R",60,"R",17,"R",30,"R",1439,"R",1,"R",2,"H",,"R",0,"R",0,"R",0,"R",13,"R",23,"R",3319
420255,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",123,"R",61,"R",203,"R",121,"R",98,"R",121,"R",98,"R",3440,"R",121,"R",98,"R",316,"A",,"B",,"R",0,"A",,"B",,"R",0
420282,"R",597,"R",23,"B",,"B",,"B",,"B",,"B",,"B",,"R",597,"R",100,"R",2616,"B",,"B",,"B",,"R",416,"R",70,"R",248,"R",42,"R",2191,"R",18,"R",3,"R",7298,"R",3,"R",1,"R",5108,"R",399,"R",67,"R",4424
420307,"R",449,"R",30,"B",,"B",,"B",,"B",,"B",,"B",,"R",449,"R",100,"R",1505,"B",,"B",,"B",,"R",380,"R",85,"R",329,"R",73,"R",1980,"R",11,"R",2,"R",300,"R",5,"R",1,"R",1000,"R",370,"R",82,"R",562
420316,"R",71,"R",16,"B",,"B",,"B",,"B",,"B",,"B",,"R",71,"R",100,"R",434,"B",,"B",,"B",,"R",65,"R",92,"R",58,"R",82,"R",2451,"R",0,"R",0,"R",0,"R",2,"R",3,"H",,"R",64,"R",90,"R",4569
420343,"R",462,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",462,"R",100,"R",462,"B",,"B",,"B",,"R",448,"R",97,"R",388,"R",84,"R",1532,"R",0,"R",0,"R",0,"R",12,"R",3,"R",7057,"R",448,"R",97,"R",5375
420352,"R",14,"R",58,"B",,"B",,"B",,"B",,"B",,"B",,"R",14,"R",100,"R",24,"B",,"B",,"B",,"R",6,"R",43,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",43,"R",12550,"R",0,"R",0,"R",0
420398,"R",78,"R",3,"R",76,"R",97,"R",1,"R",1,"R",1,"R",1,"R",0,"R",0,"R",2263,"B",,"B",,"B",,"R",59,"R",76,"R",26,"R",33,"R",1540,"R",1,"R",1,"H",,"R",18,"R",23,"R",494,"R",8,"R",10,"R",613
420404,"R",275,"R",65,"B",,"B",,"B",,"B",,"B",,"B",,"R",275,"R",100,"R",422,"B",,"B",,"B",,"R",238,"R",87,"R",137,"R",50,"R",1972,"R",1,"R",0,"H",,"R",2,"R",1,"H",,"R",225,"R",82,"R",4975
420431,"R",119,"R",27,"R",0,"R",0,"R",119,"R",100,"R",0,"R",0,"R",0,"R",0,"R",434,"B",,"B",,"B",,"R",118,"R",99,"R",30,"R",25,"R",926,"R",118,"R",99,"R",947,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
420440,"R",27,"R",4,"R",23,"R",85,"R",3,"R",11,"R",1,"R",4,"R",0,"R",0,"R",704,"B",,"B",,"B",,"R",15,"R",56,"R",10,"R",37,"R",2470,"R",3,"R",11,"R",2105,"R",1,"R",4,"H",,"R",13,"R",48,"R",3670
420459,"R",61,"R",55,"R",58,"R",95,"R",3,"R",5,"R",0,"R",0,"R",0,"R",0,"R",111,"B",,"B",,"B",,"R",52,"R",85,"R",40,"R",66,"R",2294,"R",26,"R",43,"R",1995,"R",3,"R",5,"R",200,"R",0,"R",0,"R",0
420495,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",135,"R",16,"R",833,"R",95,"R",70,"R",83,"R",61,"R",2053,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",73,"R",54,"R",4393
420501,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",74,"R",15,"R",497,"R",51,"R",69,"R",47,"R",64,"R",1976,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41,"R",55,"R",4759
420510,"R",5,"R",42,"B",,"B",,"B",,"B",,"B",,"B",,"R",5,"R",100,"R",12,"B",,"B",,"B",,"R",5,"R",100,"R",0,"R",0,"B",,"R",0,"R",0,"B",,"R",5,"R",100,"R",6000,"B",,"B",,"B",
420538,"R",192,"R",18,"R",177,"R",92,"R",0,"R",0,"R",15,"R",8,"R",0,"R",0,"R",1069,"B",,"B",,"B",,"R",192,"R",100,"R",192,"R",100,"R",1193,"R",102,"R",53,"R",860,"R",64,"R",33,"R",523,"R",110,"R",57,"R",3466
420556,"R",43,"R",6,"R",22,"R",51,"R",11,"R",26,"R",10,"R",23,"R",0,"R",0,"R",728,"B",,"B",,"B",,"R",20,"R",47,"R",9,"R",21,"R",2022,"R",2,"R",5,"H",,"R",12,"R",28,"R",964,"R",4,"R",9,"R",2370
420574,"R",1,"R",0,"R",0,"R",0,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"R",375,"B",,"B",,"B",,"R",1,"R",100,"R",1,"R",100,"H",,"R",1,"R",100,"H",,"R",1,"R",100,"H",,"R",1,"R",100,"H",
420583,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",76,"R",40,"R",190,"R",3,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",4,"R",4790
420608,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",169,"R",100,"R",169,"R",104,"R",62,"R",99,"R",59,"R",1775,"R",0,"R",0,"R",0,"R",5,"R",3,"R",210,"R",55,"R",33,"R",1546
420723,"R",2,"R",1,"R",2,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",257,"B",,"B",,"B",,"R",2,"R",100,"R",2,"R",100,"H",,"R",2,"R",100,"H",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
420796,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",120,"R",100,"R",120,"R",99,"R",83,"R",87,"R",73,"R",1712,"R",0,"R",0,"R",0,"R",4,"R",3,"R",200,"R",71,"R",59,"R",2033
420857,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",589,"R",96,"R",616,"R",449,"R",76,"R",306,"R",52,"R",2609,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",438,"R",74,"R",6049
420945,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",99,"R",100,"R",99,"R",97,"R",98,"R",92,"R",93,"R",2395,"R",0,"R",0,"R",0,"R",5,"R",5,"R",500,"R",0,"R",0,"R",0
421009,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",281,"R",11,"R",2580,"R",128,"R",46,"R",65,"R",23,"R",2049,"A",,"B",,"A",,"A",,"B",,"A",,"R",128,"R",46,"R",6662
421018,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",444,"R",9,"R",5219,"R",163,"R",37,"R",82,"R",18,"R",1598,"A",,"B",,"A",,"A",,"B",,"A",,"R",154,"R",35,"R",5988
421513,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",85,"R",31,"R",275,"R",81,"R",95,"R",76,"R",89,"R",3600,"R",41,"R",48,"R",810,"R",0,"R",0,"R",0,"R",72,"R",85,"R",2625
421540,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",35,"R",55,"R",64,"R",33,"R",94,"R",33,"R",94,"R",1849,"R",11,"R",31,"R",788,"R",9,"R",26,"R",495,"A",,"B",,"A",
421559,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",81,"R",82,"R",99,"R",48,"R",59,"R",48,"R",59,"R",1855,"R",2,"R",2,"H",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
421601,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",21,"R",100,"R",21,"R",18,"R",86,"R",18,"R",86,"R",3300,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",19,"R",1250
421610,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",41,"R",100,"R",41,"R",7,"R",17,"R",7,"R",17,"R",1480,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
421665,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",5,"R",20,"R",25,"R",3,"R",60,"R",3,"R",60,"R",1196,"R",1,"R",20,"H",,"R",0,"R",0,"R",0,"R",1,"R",20,"H",
421708,"R",141,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",141,"R",100,"R",141,"B",,"B",,"B",,"R",133,"R",94,"R",117,"R",83,"R",2750,"R",5,"R",4,"R",5000,"R",5,"R",4,"R",400,"R",133,"R",94,"R",5215
421717,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",29,"R",100,"R",29,"R",23,"R",79,"R",14,"R",48,"R",2597,"R",23,"R",79,"R",2523,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
421735,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",21,"R",100,"R",21,"R",20,"R",95,"R",7,"R",33,"R",2411,"R",19,"R",90,"R",2147,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
421744,"R",5,"R",100,"B",,"B",,"B",,"B",,"B",,"B",,"R",5,"R",100,"R",5,"B",,"B",,"B",,"R",4,"R",80,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",80,"R",4000,"R",0,"R",0,"R",0
421771,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",65,"R",68,"R",95,"R",54,"R",83,"R",53,"R",82,"R",2755,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31,"R",48,"R",1935
421832,"R",83,"R",42,"B",,"B",,"B",,"B",,"B",,"B",,"R",83,"R",100,"R",198,"B",,"B",,"B",,"R",52,"R",63,"R",11,"R",13,"R",1479,"R",0,"R",0,"R",0,"R",10,"R",12,"R",650,"R",52,"R",63,"R",2158
421841,"R",24,"R",25,"B",,"B",,"B",,"B",,"B",,"B",,"R",24,"R",100,"R",95,"B",,"B",,"B",,"R",14,"R",58,"R",4,"R",17,"R",2932,"R",0,"R",0,"R",0,"R",9,"R",38,"R",903,"R",14,"R",58,"R",3071
421887,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",1134,"R",87,"R",1300,"R",1100,"R",97,"R",1100,"R",97,"R",3125,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
421896,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"B",,"R",156,"R",100,"R",156,"R",155,"R",99,"R",155,"R",99,"R",3212,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
