V6901,V6902,V7071,V7095,V7193,V7261,V7451,ER72001,ER72002,ER72022,ER72024,ER72164,ER72441,ER77631
,,,,,,,1,8912,0,2,1,1,22.314
3,2353,1,1,1,1,18,,,,,,,
,,,,,,,1,8119,0,1,4,1,41.176
,,,,,,,1,6707,0,2,1,4,41.58
3,2806,0,4,6,1,42,,,,,,,
,,,,,,,1,4074,0,3,6,0,102.129
3,4846,1,1,6,1,22,1,4076,0,4,4,0,100.675
,,,,,,,1,3937,11,1,1,1,25.491
,,,,,,,1,4495,2,1,1,1,26.375
3,2352,0,1,0,4,23,,,,,,,
3,4135,0,1,6,1,10,,,,,,,
3,3411,2,2,6,1,10,,,,,,,
3,2201,1,1,1,1,17,1,9123,0,1,4,4,37.785
3,2820,0,1,0,4,34,1,5508,0,4,4,0,73.354
3,4676,0,3,0,2,30,,,,,,,
3,1409,0,1,0,4,32,,,,,,,
,,,,,,,1,6397,0,2,1,1,21.323
,,,,,,,1,5720,0,1,1,1,25.552
3,2822,6,3,1,1,17,,,,,,,
,,,,,,,1,9579,0,2,1,0,15.199
,,,,,,,1,8349,16,1,1,1,7.185
3,2554,13,1,1,1,28,,,,,,,
,,,,,,,1,2871,0,3,4,0,43.638
,,,,,,,1,1870,0,1,1,1,34.556
3,5728,16,1,3,4,30,,,,,,,
3,5696,0,7,0,2,28,1,8424,0,2,3,0,76.861
,,,,,,,1,8799,0,4,3,0,33.811
3,4380,0,1,6,1,30,,,,,,,
3,3402,7,1,6,1,12,,,,,,,
,,,,,,,1,5291,2,1,1,1,7.754
3,3389,7,1,6,1,12,,,,,,,
,,,,,,,1,8502,0,1,1,1,14.881
,,,,,,,1,8490,0,2,1,6,8.954
3,5605,0,1,6,1,36,,,,,,,
,,,,,,,1,9303,14,1,1,1,25.644
,,,,,,,1,7480,10,1,1,1,26.388
3,3989,2,1,1,1,20,,,,,,,
,,,,,,,1,7628,0,1,1,1,43.845
,,,,,,,1,9004,0,1,1,1,45.499
3,4571,10,4,0,3,31,,,,,,,
3,5348,0,1,0,2,37,,,,,,,
,,,,,,,1,3824,0,2,1,0,78.039
,,,,,,,1,3580,0,2,1,0,107.713
3,5035,0,1,3,1,15,,,,,,,
3,1181,14,1,6,1,22,,,,,,,
,,,,,,,1,6825,0,1,1,1,24.183
,,,,,,,1,6377,1,1,1,1,11.009
,,,,,,,1,8744,0,1,4,4,23.127
3,1275,7,4,1,1,31,,,,,,,
3,700,0,1,0,2,39,,,,,,,
3,3033,0,1,0,2,38,1,7745,0,2,4,0,115.878
3,1274,0,1,0,2,31,,,,,,,
,,,,,,,1,6227,0,2,1,0,88.28
,,,,,,,1,8765,14,2,1,0,29.319
,,,,,,,1,5033,11,1,1,1,22.144
,,,,,,,1,5208,16,4,1,1,32.4
3,4076,0,1,0,4,34,,,,,,,
3,1174,0,4,4,1,16,,,,,,,
,,,,,,,1,5881,0,3,5,0,27.955
,,,,,,,1,9407,0,1,1,1,17.976
3,5960,0,1,0,3,30,,,,,,,
3,5023,0,1,0,2,22,,,,,,,
,,,,,,,1,6518,0,3,1,0,63.8
,,,,,,,1,6315,0,2,1,0,18.795
,,,,,,,1,6417,14,3,3,0,21.219
3,5022,3,1,6,1,15,,,,,,,
3,4490,2,1,6,1,20,,,,,,,
,,,,,,,1,9109,0,1,4,4,30.002
,,,,,,,1,9337,0,5,1,0,17.603
,,,,,,,1,4816,2,2,2,6,16.125
3,2807,11,1,6,1,42,,,,,,,
,,,,,,,1,1176,0,1,1,1,44.281
,,,,,,,1,3899,0,3,1,0,49.928
,,,,,,,1,4475,0,5,1,1,11.552
,,,,,,,1,3970,1,1,1,1,11.718
3,4339,8,1,6,1,11,,,,,,,
,,,,,,,1,3907,0,5,5,0,7.787
3,3273,16,1,6,1,40,,,,,,,
3,2568,0,1,1,1,24,1,1497,0,1,4,4,59.149
,,,,,,,1,2457,0,2,1,0,59.854
,,,,,,,1,1728,0,2,1,0,28.393
3,6482,1,1,1,1,22,,,,,,,
3,3274,0,1,1,1,18,,,,,,,
3,5487,15,1,6,1,21,,,,,,,
3,6316,0,1,0,2,19,,,,,,,
3,4138,4,1,6,1,13,1,4800,0,1,4,4,29.209
3,5530,0,1,6,1,10,,,,,,,
3,4783,11,1,1,1,28,,,,,,,
3,4785,0,1,0,4,27,1,8876,3,1,5,1,29.352
3,1387,1,1,6,1,23,,,,,,,
,,,,,,,1,4659,0,3,4,0,56.275
3,1847,1,1,6,1,11,1,5302,0,1,4,1,26.074
3,3682,0,1,0,2,22,1,7525,0,1,1,1,28.267
3,1385,4,1,6,1,13,1,5779,0,1,4,6,25.129
,,,,,,,1,8915,0,3,1,0,58.29
,,,,,,,1,4833,0,4,5,0,29.778
,,,,,,,1,6030,0,4,1,0,26.891
,,,,,,,1,6725,12,1,1,1,12.982
,,,,,,,1,6138,15,1,1,1,12.66
,,,,,,,1,4996,2,1,1,1,10.988
,,,,,,,1,8924,4,1,1,1,15.831
,,,,,,,1,6412,0,2,3,0,13.63
,,,,,,,1,8606,0,2,1,0,2.943
,,,,,,,1,6815,0,2,7,0,16.418
,,,,,,,1,8186,0,2,1,0,16.436
3,1119,1,1,1,1,13,,,,,,,
,,,,,,,1,4715,0,1,5,5,28.664
,,,,,,,1,5001,15,4,1,0,4.146
,,,,,,,1,5276,0,1,5,1,26.97
,,,,,,,1,7961,17,1,1,1,31.924
,,,,,,,1,8563,10,1,1,6,13.913
,,,,,,,1,7134,11,1,1,6,12.323
,,,,,,,1,9112,0,1,4,6,14.58
3,175,0,1,0,3,30,,,,,,,
3,4018,2,1,6,1,16,1,23,0,1,4,4,35.444
3,939,6,1,1,1,9,1,1145,0,1,4,4,23.029
3,946,0,1,0,2,19,,,,,,,
,,,,,,,1,3869,0,4,1,0,23.879
,,,,,,,1,3516,13,4,1,0,4.325
3,1884,0,4,5,1,17,,,,,,,
3,1717,1,1,0,2,16,,,,,,,
3,9,5,3,0,2,16,,,,,,,
3,13,0,1,0,2,16,,,,,,,
,,,,,,,1,4911,0,1,1,1,14.569
,,,,,,,1,8736,1,2,1,3,25.373
,,,,,,,1,8226,9,5,1,0,34.676
,,,,,,,1,6728,0,1,1,6,15.2
,,,,,,,1,6978,0,2,1,0,12.209
3,1581,0,1,0,4,37,,,,,,,
,,,,,,,1,339,0,1,5,6,2.369
,,,,,,,1,43,0,3,4,0,14.818
,,,,,,,1,1107,0,4,1,6,5.802
3,4824,16,1,1,1,40,,,,,,,
3,5244,0,1,0,2,41,,,,,,,
3,6122,0,1,0,2,36,,,,,,,
3,6121,0,1,0,2,36,1,5885,0,3,5,0,91.052
,,,,,,,1,7550,0,4,1,0,86.224
,,,,,,,1,8851,0,1,1,6,22.029
,,,,,,,1,9116,0,2,1,1,33.308
,,,,,,,1,7986,0,1,1,1,31.181
,,,,,,,1,7756,0,1,1,1,54.955
3,3003,0,6,0,3,40,,,,,,,
3,3087,0,1,1,1,18,1,2667,0,1,1,4,38.436
,,,,,,,1,2137,7,1,1,1,22.93
3,5427,0,1,1,1,22,,,,,,,
,,,,,,,1,2723,0,1,1,1,39.49
,,,,,,,1,1884,0,2,1,0,45.31
3,4576,0,1,6,1,40,,,,,,,
3,3004,1,1,1,1,22,1,1521,0,1,4,4,48.238
,,,,,,,1,1643,1,1,1,1,26.264
,,,,,,,1,2484,2,1,1,1,25.505
,,,,,,,1,1886,3,1,7,1,25.469
3,5970,0,1,0,4,38,,,,,,,
3,5914,0,1,0,4,42,1,361,0,1,4,1,45.042
3,5711,0,1,6,1,31,,,,,,,
3,5981,0,5,0,4,34,,,,,,,
3,5714,2,1,6,1,17,,,,,,,
3,2124,0,1,0,2,28,,,,,,,
3,2397,0,1,0,2,28,,,,,,,
3,4911,0,1,0,2,28,1,3999,0,4,4,0,63.26
3,4912,0,1,1,1,18,1,3954,0,1,4,1,39.234
,,,,,,,1,4371,2,1,3,1,9.447
,,,,,,,1,3991,1,1,1,6,17.64
,,,,,,,1,3884,0,4,1,0,18.557
,,,,,,,1,4034,0,1,1,1,26.815
3,4598,11,4,6,1,32,,,,,,,
3,1566,12,1,1,1,18,,,,,,,
,,,,,,,1,1229,11,5,1,1,10.022
3,6242,15,1,1,1,29,,,,,,,
,,,,,,,1,3451,0,1,1,6,25.809
,,,,,,,1,3692,0,2,1,0,73.525
,,,,,,,1,3714,1,1,1,6,18.03
,,,,,,,1,3832,0,2,1,1,19.316
3,5132,0,1,1,1,14,1,3695,0,1,1,4,31.722
3,1830,0,1,1,1,14,,,,,,,
,,,,,,,1,3575,1,1,1,1,16.446
3,6509,0,1,6,1,29,,,,,,,
3,6307,0,1,0,3,29,,,,,,,
,,,,,,,1,312,0,4,4,0,69.597
3,6425,0,1,0,2,28,,,,,,,
3,1870,0,1,1,1,16,,,,,,,
3,2062,0,1,1,1,17,,,,,,,
,,,,,,,1,9388,0,3,6,0,31.272
3,274,0,1,5,1,3,,,,,,,
3,6524,0,1,0,1,3,1,626,0,4,4,0,8.229
3,1463,4,1,6,1,1,,,,,,,
,,,,,,,1,611,9,2,5,1,2.506
,,,,,,,1,873,1,5,1,0,2.78
,,,,,,,1,462,9,4,1,0,13.31
,,,,,,,1,426,6,4,1,0,9.074
3,5163,0,1,6,1,21,,,,,,,
,,,,,,,1,974,0,3,4,0,46.103
3,4438,10,1,1,1,21,,,,,,,
3,4506,0,1,6,1,32,,,,,,,
3,627,1,1,6,1,18,1,489,0,1,1,4,38.631
,,,,,,,1,299,0,2,1,0,40.502
3,4708,0,1,1,1,14,,,,,,,
,,,,,,,1,1034,7,1,1,1,20.351
3,4494,0,1,0,3,42,,,,,,,
3,5104,14,1,1,1,24,,,,,,,
3,3779,0,1,6,1,21,1,612,0,1,4,6,46
3,4690,1,1,1,1,25,,,,,,,
3,3412,0,1,0,2,57,,,,,,,
3,1263,0,6,0,3,42,,,,,,,
3,1262,0,4,0,3,45,,,,,,,
3,5673,0,6,0,3,40,,,,,,,
3,2656,8,1,1,1,44,1,2627,0,1,4,4,99.389
,,,,,,,1,2180,14,1,1,1,47.199
,,,,,,,1,1822,0,3,4,0,117.733
3,5362,0,2,1,1,28,,,,,,,
,,,,,,,1,2674,9,1,1,1,25.204
3,5363,5,1,6,1,28,,,,,,,
,,,,,,,1,2654,13,1,1,6,33.832
3,5485,0,4,6,1,40,,,,,,,
3,10,16,5,0,3,28,,,,,,,
3,249,6,3,0,4,39,1,4906,0,5,4,0,118.314
,,,,,,,1,4985,0,4,4,0,76.265
,,,,,,,1,4754,0,4,3,0,34.608
3,2915,0,3,0,2,29,1,5327,0,3,6,0,83.263
,,,,,,,1,6940,0,5,5,0,114.991
,,,,,,,1,5622,0,4,3,0,75.054
,,,,,,,1,5447,0,2,1,0,23.529
,,,,,,,1,7392,10,2,1,0,16.251
,,,,,,,1,5251,13,2,6,0,52.251
,,,,,,,1,6322,13,2,3,0,71.532
,,,,,,,1,6980,10,2,1,0,50.546
,,,,,,,1,4865,3,2,1,0,33.974
,,,,,,,1,5705,2,2,1,1,23.852
,,,,,,,1,5908,1,2,1,0,20.618
,,,,,,,1,9394,1,2,1,0,28.934
,,,,,,,1,8791,0,2,3,0,11.831
3,77,7,2,3,1,18,,,,,,,
,,,,,,,1,7145,11,5,6,0,25.251
3,248,1,1,6,2,14,,,,,,,
,,,,,,,1,6166,0,2,1,0,92.172
,,,,,,,1,6555,0,5,1,0,97.716
,,,,,,,1,8108,7,3,1,0,37.648
,,,,,,,1,5873,17,2,5,0,30.122
,,,,,,,1,5606,3,4,1,0,27.064
,,,,,,,1,9603,1,2,1,1,11.613
,,,,,,,1,6002,1,2,1,0,19.469
,,,,,,,1,6131,0,2,1,0,20.271
,,,,,,,1,6333,0,2,1,0,10.668
,,,,,,,1,6095,0,2,1,0,19.604
,,,,,,,1,7261,13,5,3,0,45.277
,,,,,,,1,7285,16,5,1,0,20.208
,,,,,,,1,8391,5,2,3,0,24.187
,,,,,,,1,7466,16,4,1,0,16.555
,,,,,,,1,6088,1,2,1,0,6.62
,,,,,,,1,7225,0,9,4,0,25.525
,,,,,,,1,6508,0,1,5,6,8.355
,,,,,,,1,7609,3,1,1,1,15.579
3,288,0,5,6,1,30,,,,,,,
3,221,0,6,0,3,30,,,,,,,
,,,,,,,1,6759,0,3,4,0,58.657
,,,,,,,1,6105,15,4,1,0,22.781
3,5478,0,2,0,2,28,,,,,,,
3,5601,0,1,0,5,28,1,4982,0,1,1,1,35.858
,,,,,,,1,8552,0,4,1,0,7.587
3,5871,0,1,1,1,15,,,,,,,
3,5135,5,1,6,1,14,,,,,,,
,,,,,,,1,8599,0,1,1,4,27.269
,,,,,,,1,6275,0,5,1,0,29.357
,,,,,,,1,8598,0,2,1,0,26.406
,,,,,,,1,7942,12,4,1,1,3.414
3,5676,8,1,1,1,29,1,2490,0,1,4,4,33.195
,,,,,,,1,1848,0,4,1,0,67.526
,,,,,,,1,2106,0,4,1,0,73.527
,,,,,,,1,2583,0,1,4,4,31.517
3,6238,0,4,0,4,31,,,,,,,
3,3301,11,3,1,1,34,,,,,,,
,,,,,,,1,7007,0,3,4,0,125.336
,,,,,,,1,8271,0,4,1,0,41.418
,,,,,,,1,6117,9,1,1,6,32.621
,,,,,,,1,6177,0,2,1,0,78.906
,,,,,,,1,7352,4,3,1,0,25.143
,,,,,,,1,6703,0,2,1,0,25.33
,,,,,,,1,9331,0,2,3,0,21.887
3,4108,1,1,6,1,17,,,,,,,
,,,,,,,1,6797,9,1,1,1,49.14
,,,,,,,1,9168,11,1,1,6,44.861
,,,,,,,1,8079,11,1,1,1,18.91
,,,,,,,1,6861,12,1,1,1,17.111
,,,,,,,1,7384,14,4,3,0,19.881
,,,,,,,1,7602,0,1,4,1,49.734
,,,,,,,1,7465,2,2,1,1,18.045
,,,,,,,1,1332,0,4,4,0,46.927
3,1289,2,3,0,4,39,,,,,,,
,,,,,,,1,469,2,4,1,0,18.972
,,,,,,,1,898,0,4,1,0,26.869
3,4558,2,1,6,1,18,,,,,,,
,,,,,,,1,973,0,2,1,0,23.12
,,,,,,,1,1084,0,2,1,0,34.752
3,4377,0,1,2,1,28,,,,,,,
3,3007,8,1,1,1,31,1,7616,0,1,4,4,69.139
,,,,,,,1,7363,0,1,1,1,36.682
,,,,,,,1,8419,9,1,1,1,38.009
,,,,,,,1,7905,0,4,1,0,22.435
3,4041,0,1,0,4,28,,,,,,,
3,2854,0,1,6,1,15,,,,,,,
3,1203,11,4,5,1,28,,,,,,,
3,1399,5,1,0,4,27,1,6934,0,4,5,0,63.669
3,1710,0,1,1,1,13,,,,,,,
,,,,,,,1,7194,0,4,1,0,18.707
,,,,,,,1,8688,0,2,5,0,20.663
,,,,,,,1,8657,1,2,1,1,18.157
,,,,,,,1,8539,0,2,1,1,6.946
3,258,3,1,1,1,13,,,,,,,
,,,,,,,1,8521,11,4,1,0,9.414
,,,,,,,1,8492,9,1,1,1,9.548
,,,,,,,1,8427,9,4,1,0,7.017
,,,,,,,1,8497,16,4,1,6,18.134
,,,,,,,1,8482,15,1,1,1,5.594
,,,,,,,1,7853,10,4,1,1,8.08
3,5746,16,1,0,5,24,1,9316,0,1,1,4,20.161
3,4033,13,1,0,5,22,1,5803,0,4,4,0,49.1
,,,,,,,1,6603,0,1,1,1,29.898
3,5038,14,1,1,1,22,,,,,,,
3,6199,13,1,6,1,34,,,,,,,
,,,,,,,1,1576,0,3,4,0,71.91
,,,,,,,1,2354,1,1,1,1,11.196
,,,,,,,1,1543,0,1,1,1,39.265
,,,,,,,1,1904,15,3,1,0,37.896
,,,,,,,1,1809,2,4,1,0,17.579
,,,,,,,1,1417,0,1,1,1,20.369
,,,,,,,1,1844,0,2,1,0,35.739
3,1974,1,1,6,1,15,,,,,,,
,,,,,,,1,1458,0,1,1,1,35.741
,,,,,,,1,1982,0,1,1,1,35.783
,,,,,,,1,1651,0,1,1,1,17.677
,,,,,,,1,1558,2,1,1,1,17.665
,,,,,,,1,2017,1,1,1,1,18.636
3,4639,0,4,4,1,36,,,,,,,
3,5064,0,5,0,2,10,,,,,,,
3,3232,0,5,5,1,43,,,,,,,
3,3894,0,1,0,4,3,,,,,,,
3,3895,1,1,6,1,2,,,,,,,
,,,,,,,1,5832,8,1,4,1,4.404
3,504,0,5,0,2,52,,,,,,,
3,505,0,3,0,2,53,,,,,,,
3,4175,9,1,1,1,27,,,,,,,
3,5995,0,1,6,4,21,,,,,,,
3,4022,0,5,0,3,4,,,,,,,
3,5870,0,1,1,1,32,,,,,,,
,,,,,,,1,546,0,1,4,6,43.087
3,678,0,1,0,4,34,,,,,,,
3,3747,0,1,0,4,36,,,,,,,
3,310,2,1,6,1,19,1,2638,0,4,4,0,79.929
,,,,,,,1,2410,7,4,1,0,31.163
,,,,,,,1,2073,0,2,1,0,37.72
,,,,,,,1,1931,15,4,1,1,21.383
3,3647,0,4,0,3,34,,,,,,,
3,1992,0,1,6,1,32,,,,,,,
3,2137,1,1,1,1,42,,,,,,,
,,,,,,,1,1510,0,3,4,0,87.999
,,,,,,,1,2809,12,1,1,3,42.002
,,,,,,,1,2248,8,4,1,1,49.712
,,,,,,,1,5331,0,3,4,0,119.709
3,6086,0,1,0,2,37,1,8864,0,2,1,0,132.162
,,,,,,,1,9154,0,5,1,0,78.116
,,,,,,,1,9114,0,2,1,0,114.62
,,,,,,,1,7786,0,2,1,0,132.092
,,,,,,,1,9248,0,2,1,0,70.619
,,,,,,,1,4826,0,2,2,0,93.53
,,,,,,,1,8708,0,2,3,0,14.881
,,,,,,,1,9374,1,2,3,0,28.668
3,5843,9,1,1,1,20,,,,,,,
3,5884,1,1,3,2,18,,,,,,,
,,,,,,,1,7953,4,2,1,0,64.239
,,,,,,,1,8447,12,1,1,1,23.256
,,,,,,,1,9324,6,2,3,0,6.413
3,4283,0,4,4,1,4,,,,,,,
3,5689,0,4,1,1,32,,,,,,,
3,1306,2,1,1,1,17,,,,,,,
,,,,,,,1,2893,0,4,1,0,20.414
3,5756,0,1,0,3,30,,,,,,,
3,6120,0,4,6,1,42,,,,,,,
3,3202,10,1,6,1,42,1,7245,0,1,4,4,89.536
,,,,,,,1,8086,12,4,1,0,62.123
,,,,,,,1,7608,11,1,1,1,55.653
3,1270,0,4,4,1,21,,,,,,,
3,4174,0,1,0,3,44,,,,,,,
3,3750,0,1,0,2,41,1,551,0,2,4,0,99.263
3,5776,0,3,0,2,41,,,,,,,
3,6049,0,1,1,1,40,,,,,,,
,,,,,,,1,9504,0,4,1,0,70.728
3,4005,3,1,6,1,22,,,,,,,
3,2123,6,1,1,1,22,,,,,,,
3,2811,0,4,0,3,40,,,,,,,
3,2810,0,6,0,3,42,,,,,,,
3,5529,0,4,6,1,42,,,,,,,
3,3437,0,6,0,3,40,,,,,,,
3,5498,4,1,6,1,40,1,2531,0,1,1,4,73.075
,,,,,,,1,2337,6,4,1,1,21.343
3,4908,0,1,6,1,32,,,,,,,
,,,,,,,1,7492,0,3,4,0,71.133
3,6136,0,1,1,1,18,1,7132,0,1,4,1,38.196
3,4909,3,1,6,1,16,1,7274,0,1,4,4,34.157
,,,,,,,1,6743,0,1,4,4,36.197
,,,,,,,1,6515,0,4,4,0,37.884
,,,,,,,1,7238,0,1,1,1,16.705
3,977,0,1,1,1,28,,,,,,,
3,3737,3,1,6,1,16,1,6952,0,1,1,4,35.6
,,,,,,,1,8082,0,4,1,0,64.441
,,,,,,,1,6032,0,1,1,6,34.999
,,,,,,,1,5537,0,2,1,0,38.391
,,,,,,,1,7118,6,1,1,1,20.098
3,2193,0,1,1,1,13,,,,,,,
,,,,,,,1,5260,12,1,1,1,19.316
,,,,,,,1,8232,8,1,1,1,12.468
,,,,,,,1,5498,4,1,1,1,16.377
,,,,,,,1,6812,0,1,1,6,17.676
3,4020,0,4,4,1,15,,,,,,,
3,1861,8,1,1,1,24,1,3408,0,4,4,0,53.311
,,,,,,,1,2966,0,4,1,0,26.077
,,,,,,,1,2943,17,1,1,1,28.408
,,,,,,,1,3432,15,1,1,1,27.151
3,1906,10,1,6,1,28,,,,,,,
,,,,,,,1,6484,0,1,5,1,34.539
,,,,,,,1,6576,0,2,1,0,23.95
,,,,,,,1,8877,0,1,1,6,22.974
,,,,,,,1,26,0,4,1,6,18.228
,,,,,,,1,783,12,4,1,0,6.486
3,4698,0,4,6,1,30,,,,,,,
3,1386,0,4,4,1,23,,,,,,,
3,3058,2,1,6,1,13,1,2300,0,1,1,4,29.334
,,,,,,,1,2616,9,1,1,1,15.38
,,,,,,,1,9162,0,2,1,0,42.755
3,1198,13,7,1,1,12,,,,,,,
3,871,10,1,0,2,30,,,,,,,
3,2092,12,3,0,2,29,1,2368,15,1,1,1,50.092
,,,,,,,1,1706,0,2,5,0,92.98
,,,,,,,1,763,0,1,4,1,6.406
,,,,,,,1,1246,14,1,1,1,3.424
3,849,17,4,0,3,30,,,,,,,
3,2232,0,4,0,3,31,,,,,,,
3,6061,0,4,0,3,31,,,,,,,
3,6479,0,1,1,1,29,,,,,,,
3,6303,6,1,1,1,31,1,2487,0,1,4,4,67.638
,,,,,,,1,2169,10,1,1,1,34.832
3,6150,0,1,6,1,29,,,,,,,
,,,,,,,1,4950,0,4,4,0,65.081
3,3101,0,1,0,2,33,1,7436,0,3,1,0,106.73
3,5682,0,1,0,2,30,1,6139,0,4,1,0,128.712
,,,,,,,1,9249,0,4,4,0,100.759
,,,,,,,1,6378,11,4,1,0,29.309
,,,,,,,1,8670,5,1,1,6,19.132
,,,,,,,1,4963,0,2,1,0,76.482
3,3447,5,1,3,1,16,,,,,,,
3,2693,0,1,0,4,34,,,,,,,
3,2448,0,1,1,1,34,,,,,,,
3,2444,0,1,0,2,37,1,369,0,1,4,4,40.163
3,1478,0,1,1,1,33,,,,,,,
3,1290,1,1,6,1,18,,,,,,,
3,1868,0,5,6,1,33,,,,,,,
,,,,,,,1,9061,0,2,6,0,88.511
,,,,,,,1,8031,0,2,4,0,45.366
,,,,,,,1,6708,0,1,5,6,21.077
3,3999,0,1,0,4,35,,,,,,,
,,,,,,,1,5802,0,1,1,1,42.033
3,6084,0,1,0,2,34,1,9401,0,1,1,1,42.677
,,,,,,,1,6406,0,2,1,0,24.186
3,5157,0,1,6,1,20,,,,,,,
,,,,,,,1,5808,8,4,1,0,59.757
,,,,,,,1,5549,4,2,1,1,9.353
,,,,,,,1,8590,1,1,1,1,19.537
3,1343,0,1,0,2,31,,,,,,,
3,2662,0,1,6,1,15,,,,,,,
3,4284,6,1,6,1,32,1,341,0,1,4,6,73.508
,,,,,,,1,291,13,1,1,1,39.212
3,4977,0,4,6,1,31,,,,,,,
3,1197,3,1,1,1,16,,,,,,,
3,4697,0,1,0,2,35,,,,,,,
,,,,,,,1,2035,0,2,1,0,22.216
,,,,,,,1,2209,0,2,1,0,19.968
,,,,,,,1,1902,0,4,4,1,19.2
,,,,,,,1,2685,5,1,1,6,14.575
3,1950,0,1,6,1,29,1,3372,0,3,4,0,53.834
,,,,,,,1,2983,8,4,1,0,22.445
,,,,,,,1,3437,11,2,1,0,25.744
3,4746,1,1,6,1,16,1,2957,0,1,4,4,34.42
3,3018,2,1,1,1,16,,,,,,,
,,,,,,,1,3140,10,1,1,5,17.836
3,3409,0,1,1,1,32,1,7021,0,3,4,0,71.63
,,,,,,,1,4701,0,4,1,0,75.059
,,,,,,,1,5038,7,1,1,1,18.261
,,,,,,,1,8869,0,1,1,1,23.173
3,545,1,1,1,1,18,,,,,,,
,,,,,,,1,6116,0,2,1,0,26.138
,,,,,,,1,8979,0,2,1,1,13.433
,,,,,,,1,8678,0,1,1,1,19.696
3,4074,0,4,4,1,32,,,,,,,
,,,,,,,1,2857,1,1,1,1,24.311
,,,,,,,1,1542,0,2,1,0,21.429
3,4647,0,1,1,1,19,,,,,,,
,,,,,,,1,1459,0,4,1,4,41.026
3,1828,0,4,0,3,42,,,,,,,
3,2308,0,4,0,3,42,,,,,,,
3,5697,7,3,1,1,43,1,1621,0,1,4,4,98.418
,,,,,,,1,1591,3,4,6,0,47.216
,,,,,,,1,2826,0,1,1,1,30.361
,,,,,,,1,2600,0,1,1,6,71.123
3,5716,1,1,6,1,18,,,,,,,
3,2256,16,2,0,3,32,,,,,,,
3,2469,4,2,2,1,19,1,3028,0,1,4,4,39.13
3,2073,0,2,0,2,29,,,,,,,
3,2074,8,1,6,4,18,,,,,,,
,,,,,,,1,3321,2,2,5,6,17.863
3,2850,2,1,1,1,18,,,,,,,
3,5872,1,1,6,1,14,,,,,,,
3,4629,0,4,0,3,34,,,,,,,
3,2041,0,4,6,1,32,,,,,,,
3,5634,16,1,6,1,40,1,505,0,1,5,5,90.943
,,,,,,,1,590,12,4,6,0,63.294
,,,,,,,1,534,0,1,1,7,12.204
3,4910,0,4,4,1,32,,,,,,,
3,4665,0,4,0,3,32,,,,,,,
3,5140,17,1,0,4,32,,,,,,,
3,6219,0,1,0,4,32,1,1630,0,1,4,0,34.288
3,4003,3,1,0,4,29,,,,,,,
,,,,,,,1,2315,0,1,1,1,35.761
,,,,,,,1,2250,0,2,1,0,34.425
,,,,,,,1,2622,0,2,1,0,35.245
,,,,,,,1,1533,0,1,1,4,35.202
,,,,,,,1,2478,0,2,1,1,16.611
3,5656,1,1,6,1,14,1,5750,0,1,1,4,32.803
3,4781,0,1,1,1,14,1,5667,0,1,1,1,36.136
,,,,,,,1,4793,12,1,1,1,14.944
,,,,,,,1,7171,13,1,1,1,11.919
,,,,,,,1,6483,7,4,1,0,22.902
3,5138,0,1,6,1,31,,,,,,,
3,5420,1,1,1,1,17,1,7624,0,4,4,4,28.676
3,4411,0,1,6,1,15,1,5936,0,1,4,1,32.419
3,6114,5,1,1,1,14,1,9435,0,1,4,1,30.754
,,,,,,,1,9310,0,2,1,0,71.99
,,,,,,,1,7268,0,2,5,0,41.146
,,,,,,,1,7951,12,1,1,1,18.84
,,,,,,,1,7996,10,2,1,1,22.617
,,,,,,,1,7195,0,1,1,6,24.002
,,,,,,,1,8041,0,2,1,0,24.767
,,,,,,,1,8914,0,2,7,0,26.341
,,,,,,,1,8314,9,1,1,1,16.486
,,,,,,,1,8201,1,1,1,1,11.722
,,,,,,,1,6599,3,1,1,1,23.259
,,,,,,,1,7450,10,4,1,1,15.582
,,,,,,,1,8853,1,1,1,1,5.195
,,,,,,,1,9177,16,2,1,0,6.142
3,5421,13,1,1,1,34,1,178,0,1,4,4,75.084
,,,,,,,1,455,12,1,1,1,37.527
,,,,,,,1,701,6,1,3,3,38.995
3,1017,0,1,6,1,11,,,,,,,
3,2797,0,4,0,4,29,,,,,,,
3,3052,4,1,0,4,33,1,9221,0,3,4,0,35.319
,,,,,,,1,8234,10,4,1,0,28.975
,,,,,,,1,9307,10,1,1,1,19.535
3,194,0,1,6,1,31,,,,,,,
3,3083,0,3,0,2,30,1,4919,0,1,1,1,37.477
,,,,,,,1,9530,15,1,1,1,19.215
,,,,,,,1,7054,0,1,1,1,19.372
3,3082,1,1,6,1,15,,,,,,,
3,915,13,1,6,1,29,,,,,,,
,,,,,,,1,7047,0,3,4,0,72.729
,,,,,,,1,9215,0,1,1,1,38.337
,,,,,,,1,7074,0,2,1,1,38.846
,,,,,,,1,9505,0,2,1,0,28.772
,,,,,,,1,8164,0,2,1,1,17.402
3,1583,0,1,1,1,29,,,,,,,
3,2049,0,4,0,3,31,,,,,,,
3,1696,2,1,1,1,16,,,,,,,
3,5760,16,1,1,1,32,,,,,,,
3,5963,2,1,1,1,14,1,1070,0,1,4,1,31.398
,,,,,,,1,775,9,1,1,6,26.436
3,3219,0,1,6,1,43,,,,,,,
3,4710,0,1,1,1,24,1,6400,0,1,1,6,49.99
3,3600,0,1,1,1,24,,,,,,,
,,,,,,,1,5397,0,2,1,0,48.325
3,1990,13,1,0,3,40,,,,,,,
