V6901,V6902,V7071,V7095,V7193,V7261,V7451,ER72001,ER72002,ER72022,ER72024,ER72164,ER72441,ER77631
3,3476,4,1,1,1,18,,,,,,,
3,3770,0,1,6,1,33,,,,,,,
3,4936,1,1,6,1,40,1,1232,0,1,1,1,127.58
3,6075,17,1,6,1,47,,,,,,,
,,,,,,,1,753,0,1,1,1,56.721
3,886,0,1,0,2,36,1,865,0,2,1,0,91
3,106,0,4,0,3,36,,,,,,,
3,4622,17,1,0,4,32,,,,,,,
,,,,,,,1,1746,0,1,4,1,37.34
,,,,,,,1,2800,1,1,1,1,22.294
3,1513,9,1,1,1,36,,,,,,,
,,,,,,,1,3285,9,1,1,1,32.913
,,,,,,,1,3333,0,1,1,1,22.36
,,,,,,,1,666,8,2,1,0,28.963
,,,,,,,1,1319,0,2,1,1,21.952
3,5161,4,3,1,1,17,,,,,,,
3,3837,8,1,7,1,20,,,,,,,
,,,,,,,1,1284,0,1,1,7,22.907
,,,,,,,1,744,7,1,6,1,23.483
3,2195,0,1,6,1,18,,,,,,,
3,928,14,1,1,1,40,1,1410,0,1,4,4,93.701
,,,,,,,1,2292,0,4,1,0,81.577
3,1563,0,1,1,1,40,,,,,,,
3,1395,0,1,1,1,22,1,271,0,1,4,4,46.043
,,,,,,,1,825,0,1,1,1,28.284
,,,,,,,1,1044,0,2,1,0,43.759
3,71,0,1,1,1,18,,,,,,,
,,,,,,,1,514,3,1,1,1,25.899
,,,,,,,1,632,0,4,1,1,43.832
3,4538,0,1,6,1,30,1,185,0,1,4,4,35.664
3,475,0,1,0,2,32,1,987,17,1,4,1,33.132
3,44,0,4,0,3,31,,,,,,,
3,4748,4,1,1,1,33,1,10,0,1,1,4,67.455
,,,,,,,1,1161,12,1,1,1,38.071
,,,,,,,1,1038,1,1,1,1,40.074
,,,,,,,1,519,16,1,1,1,32.687
3,4304,8,1,1,1,36,,,,,,,
3,6237,0,4,0,3,31,,,,,,,
3,4327,7,1,6,1,26,,,,,,,
3,2411,9,1,1,1,30,,,,,,,
3,3538,10,1,0,4,31,,,,,,,
,,,,,,,1,915,5,5,1,0,18.808
3,3187,0,6,0,3,28,,,,,,,
3,3186,7,6,0,2,30,,,,,,,
,,,,,,,1,1142,0,2,1,0,70.921
3,5708,0,5,0,5,17,,,,,,,
3,1818,4,1,1,1,12,1,8233,0,1,4,4,35.158
,,,,,,,1,9003,8,1,1,1,13.503
,,,,,,,1,8456,0,2,3,1,17.347
3,626,1,1,1,1,10,,,,,,,
3,3559,0,1,6,1,31,,,,,,,
,,,,,,,1,633,1,1,1,1,13.765
3,1021,0,1,1,1,15,1,211,0,1,4,4,30.846
,,,,,,,1,690,4,1,1,1,16.4
3,4589,0,4,6,1,35,,,,,,,
3,3562,10,1,6,1,28,1,1371,0,1,4,4,61.491
,,,,,,,1,1966,16,1,1,1,30.783
,,,,,,,1,2496,14,1,1,6,10.574
,,,,,,,1,1374,0,2,1,0,14.037
,,,,,,,1,1879,0,1,1,6,18.543
,,,,,,,1,2029,0,2,1,1,14.474
3,1349,0,4,0,3,34,,,,,,,
3,2741,0,4,4,1,32,,,,,,,
3,1292,0,6,0,3,34,,,,,,,
3,2209,4,1,1,1,34,,,,,,,
,,,,,,,1,7005,0,4,4,0,71.308
,,,,,,,1,9495,6,1,1,1,32.549
3,247,0,4,0,3,34,,,,,,,
3,3948,8,1,1,1,30,,,,,,,
,,,,,,,1,4677,0,3,4,0,63.563
3,1317,1,1,6,1,17,,,,,,,
,,,,,,,1,8180,0,2,1,1,32.628
,,,,,,,1,5712,0,2,1,0,30.864
,,,,,,,1,9226,0,2,1,0,33.187
3,4170,1,1,6,1,15,,,,,,,
,,,,,,,1,5491,15,1,3,1,34.791
,,,,,,,1,8171,0,1,1,1,15.071
3,5531,0,5,1,1,40,,,,,,,
3,6328,1,1,6,1,19,,,,,,,
3,6329,0,1,1,1,18,,,,,,,
,,,,,,,1,769,6,1,1,1,24.683
,,,,,,,1,954,0,2,1,0,8.409
3,4137,1,1,6,1,24,1,809,0,1,4,6,57.313
3,4450,7,1,6,1,22,,,,,,,
,,,,,,,1,805,14,1,1,1,31.519
,,,,,,,1,538,8,1,1,1,31.555
,,,,,,,1,47,0,3,4,0,66.383
3,2026,0,1,1,1,15,,,,,,,
3,2513,10,1,6,1,29,,,,,,,
,,,,,,,1,1090,0,1,1,1,35.27
,,,,,,,1,457,7,4,1,1,16.523
3,1676,4,1,1,1,16,1,465,0,1,4,1,34.744
,,,,,,,1,886,8,1,1,1,19.289
3,525,0,6,0,3,28,,,,,,,
3,191,0,4,0,3,33,,,,,,,
3,1301,0,4,4,1,34,,,,,,,
3,2836,0,4,4,1,23,,,,,,,
3,76,0,4,0,3,28,,,,,,,
3,1846,0,1,0,4,31,1,1853,0,4,4,0,65.588
3,1845,0,1,0,4,27,1,2745,0,4,4,0,65.965
,,,,,,,1,2426,0,1,1,1,12.047
,,,,,,,1,2007,0,4,5,5,20.722
3,5143,15,1,1,1,30,,,,,,,
3,3785,1,1,6,1,18,,,,,,,
,,,,,,,1,6126,0,3,1,0,79.182
,,,,,,,1,8574,6,3,1,0,25.876
3,4331,2,1,1,1,14,1,6062,0,1,4,4,31.366
,,,,,,,1,5374,5,1,1,1,18.328
3,3153,0,1,1,1,34,1,2905,0,1,4,1,73.09
,,,,,,,1,3068,12,1,1,1,45.282
,,,,,,,1,3434,0,1,1,1,30.459
,,,,,,,1,3315,0,2,1,0,15.101
,,,,,,,1,3266,0,2,1,0,30.227
3,3177,0,4,0,3,36,,,,,,,
3,1124,9,4,6,1,32,,,,,,,
3,5158,1,1,1,1,16,1,7656,0,1,4,4,33.533
3,1574,1,3,1,1,18,1,7373,0,4,4,0,77.869
,,,,,,,1,8509,0,4,1,0,32.097
,,,,,,,1,7417,11,2,1,0,13.189
,,,,,,,1,9151,0,4,1,0,36.547
,,,,,,,1,6272,0,2,3,0,33.791
3,1031,0,1,1,1,19,,,,,,,
,,,,,,,1,6159,0,2,1,0,20.567
,,,,,,,1,8500,3,4,7,7,25.736
,,,,,,,1,8583,5,1,1,1,17.866
3,137,0,4,4,1,32,,,,,,,
3,2601,0,4,0,3,32,,,,,,,
3,2582,1,5,0,4,32,,,,,,,
3,1255,0,4,0,3,33,,,,,,,
3,4757,15,1,0,4,5,,,,,,,
3,4756,0,1,0,2,5,,,,,,,
3,6026,1,2,0,2,5,,,,,,,
3,6025,0,1,1,1,3,,,,,,,
3,4390,0,6,0,3,5,,,,,,,
3,5820,1,1,6,1,3,,,,,,,
3,4096,0,2,2,1,34,,,,,,,
3,3845,4,1,1,1,20,,,,,,,
3,5159,1,2,0,5,34,,,,,,,
3,2712,2,1,0,2,34,,,,,,,
,,,,,,,1,5113,0,3,6,0,130.126
3,5774,0,1,0,2,34,,,,,,,
,,,,,,,1,5493,16,4,1,0,86.907
,,,,,,,1,7003,0,2,3,0,12.61
,,,,,,,1,8006,5,4,1,0,53.529
,,,,,,,1,7679,11,1,1,6,39.344
,,,,,,,1,8652,12,1,1,1,27.699
,,,,,,,1,6547,0,2,1,0,32.244
,,,,,,,1,8220,0,2,1,0,42.429
3,2611,3,1,6,1,17,1,5728,12,1,1,6,53.721
3,2610,1,1,6,1,17,,,,,,,
3,5946,4,1,1,1,23,,,,,,,
3,1096,1,1,6,1,17,,,,,,,
,,,,,,,1,9064,0,1,4,6,63.957
,,,,,,,1,7327,0,1,1,1,15.085
,,,,,,,1,5662,17,1,3,1,42.48
,,,,,,,1,9206,1,1,1,6,33.456
,,,,,,,1,5534,0,1,1,1,31.199
,,,,,,,1,8268,1,1,1,1,29.971
3,4578,0,1,1,1,40,,,,,,,
3,4354,7,1,1,1,24,,,,,,,
3,1979,1,6,0,4,36,,,,,,,
,,,,,,,1,6826,13,1,1,1,28.188
,,,,,,,1,7415,0,1,1,1,27.215
,,,,,,,1,8834,13,1,1,1,23.557
,,,,,,,1,5448,0,4,1,0,37.047
,,,,,,,1,9128,8,4,1,1,15.892
,,,,,,,1,7715,3,1,1,6,26.302
,,,,,,,1,7601,3,2,1,1,25.031
3,1980,2,1,6,1,22,,,,,,,
3,531,0,4,6,1,32,,,,,,,
,,,,,,,1,5388,0,3,4,0,76.949
3,3534,1,1,1,1,16,1,5816,0,1,4,4,32.223
3,4348,0,1,1,1,19,1,4591,0,1,4,4,40.44
3,5481,0,1,1,1,18,1,4603,0,1,4,4,37.888
,,,,,,,1,6273,0,4,5,0,41.87
,,,,,,,1,6904,8,1,1,1,19.673
3,1495,3,1,6,1,18,,,,,,,
,,,,,,,1,4835,0,1,1,1,18.472
3,5369,2,1,1,1,18,,,,,,,
,,,,,,,1,664,1,1,1,1,22.901
3,1983,0,1,1,1,16,,,,,,,
3,1201,0,4,0,3,32,,,,,,,
3,858,0,6,0,3,29,,,,,,,
3,5874,13,1,0,4,32,1,653,0,4,4,0,68.481
,,,,,,,1,857,0,2,1,0,64.71
3,257,0,4,0,3,32,,,,,,,
,,,,,,,1,4825,0,3,4,0,70.825
3,2942,0,1,0,4,38,1,4577,0,3,4,0,78.194
3,2584,1,1,6,1,16,1,4583,0,1,1,1,33.798
3,6371,1,1,1,1,18,1,6191,0,4,1,0,80.085
,,,,,,,1,4786,2,1,1,6,18.403
,,,,,,,1,9138,2,2,1,0,18.024
,,,,,,,1,4518,0,1,1,1,17.641
3,4449,0,1,1,1,16,,,,,,,
,,,,,,,1,8619,6,1,7,1,22.359
,,,,,,,1,8262,12,1,1,1,18.474
,,,,,,,1,5385,0,1,1,3,21.13
,,,,,,,1,7320,0,4,1,1,17.278
3,1587,0,1,6,1,32,,,,,,,
3,3285,17,1,0,4,36,,,,,,,
,,,,,,,1,9447,7,2,1,0,13.408
,,,,,,,1,9270,4,5,1,0,13.096
,,,,,,,1,8858,0,2,1,0,40.122
,,,,,,,1,8375,0,2,1,1,18.074
3,4587,5,1,1,1,20,1,811,0,1,4,1,41.15
,,,,,,,1,926,0,1,1,1,15.109
,,,,,,,1,733,0,4,1,0,37.973
,,,,,,,1,1096,0,2,1,0,2.794
,,,,,,,1,923,0,1,1,1,9.245
,,,,,,,1,1113,9,4,5,0,5.08
3,5229,0,4,0,4,32,,,,,,,
3,4755,0,1,6,1,32,,,,,,,
,,,,,,,1,21,0,3,4,0,69.212
3,6024,0,1,0,2,29,1,515,0,4,4,0,61.069
3,1380,0,3,0,2,43,,,,,,,
3,3093,0,4,1,1,43,,,,,,,
,,,,,,,1,8303,11,1,1,1,27.172
,,,,,,,1,5660,0,1,1,1,27.517
,,,,,,,1,8631,6,1,1,1,29.626
3,1090,3,1,6,1,24,1,6643,0,1,4,4,48.553
3,3354,1,1,6,1,24,1,4641,0,1,4,4,47.684
,,,,,,,1,5897,7,1,1,1,29.612
,,,,,,,1,7060,12,1,1,1,62.937
3,1497,15,1,6,1,43,,,,,,,
,,,,,,,1,759,0,1,1,6,39.667
3,1491,11,1,1,1,32,,,,,,,
3,4986,0,2,0,2,45,,,,,,,
,,,,,,,1,9289,0,1,1,5,33.344
,,,,,,,1,8564,0,1,1,1,24.983
,,,,,,,1,5087,0,1,4,4,34.294
3,1490,0,1,1,1,32,,,,,,,
3,5922,0,3,0,2,31,1,9410,0,1,1,3,33.275
3,5103,13,1,1,1,16,,,,,,,
,,,,,,,1,1750,0,4,1,0,58.973
,,,,,,,1,1402,0,4,1,0,33.733
3,2660,0,1,1,1,14,,,,,,,
,,,,,,,1,2360,0,1,1,1,25.407
,,,,,,,1,2575,2,1,1,0,12.128
,,,,,,,1,2421,0,2,6,0,27.158
,,,,,,,1,1895,5,1,1,1,16.031
,,,,,,,1,2880,8,1,1,1,12.477
,,,,,,,1,2592,5,1,1,1,12.922
3,6206,15,1,1,1,54,1,285,0,3,4,0,149.546
3,5798,0,1,6,1,40,,,,,,,
3,5683,0,1,1,1,21,1,8157,0,1,4,4,43.854
3,2403,0,1,0,4,36,,,,,,,
,,,,,,,1,4923,0,4,1,0,89.018
,,,,,,,1,4698,0,1,1,4,41.229
,,,,,,,1,6007,0,4,1,0,23.917
,,,,,,,1,9519,0,2,1,1,20.644
,,,,,,,1,6780,0,2,7,1,22.786
3,1533,8,1,6,1,26,,,,,,,
3,287,0,1,0,3,38,,,,,,,
3,2083,0,1,0,3,32,,,,,,,
3,1446,1,1,6,1,14,1,3965,0,1,1,6,28.723
3,3207,0,1,0,2,32,1,4060,0,2,1,0,54.05
,,,,,,,1,3934,2,1,6,1,13.585
,,,,,,,1,4435,4,1,1,1,12.792
3,1025,6,1,6,1,34,1,5128,0,1,4,4,77.123
,,,,,,,1,5902,0,1,1,1,42.572
,,,,,,,1,6195,1,5,1,0,16.45
,,,,,,,1,7504,0,1,4,1,36.057
,,,,,,,1,5341,5,1,1,6,40.439
,,,,,,,1,5940,2,2,1,1,20.203
3,4671,16,1,1,1,36,,,,,,,
,,,,,,,1,8610,1,1,1,1,19.501
,,,,,,,1,7555,0,2,1,0,20.275
3,178,1,1,3,1,21,1,9525,0,1,1,4,39.791
,,,,,,,1,8907,0,2,1,0,50.214
,,,,,,,1,8655,1,1,7,1,21.384
,,,,,,,1,5535,0,1,4,1,36.345
3,6525,0,1,0,4,33,,,,,,,
3,267,0,4,0,3,32,,,,,,,
3,3599,0,4,0,3,34,,,,,,,
3,503,0,6,0,3,32,,,,,,,
3,3982,1,1,0,4,36,,,,,,,
,,,,,,,1,8237,0,1,1,4,30.97
,,,,,,,1,9378,3,1,1,6,37.214
,,,,,,,1,8266,4,1,1,1,16.886
3,3981,0,1,1,1,32,,,,,,,
3,1908,0,1,0,2,29,,,,,,,
3,4281,0,6,0,3,37,,,,,,,
3,4833,3,1,1,1,17,1,2904,0,1,4,1,36.822
,,,,,,,1,2988,0,1,1,1,21.874
,,,,,,,1,3180,14,1,1,1,22.683
,,,,,,,1,3192,0,2,1,0,22.929
,,,,,,,1,3431,0,2,1,1,11.563
3,3108,0,7,1,1,16,,,,,,,
3,5371,0,6,0,3,38,,,,,,,
,,,,,,,1,7490,1,1,1,1,26.148
,,,,,,,1,6184,1,1,1,6,16.09
,,,,,,,1,5412,6,1,1,1,25.916
3,2118,11,1,1,1,15,,,,,,,
3,1596,0,1,1,1,30,,,,,,,
3,5396,0,4,0,3,31,,,,,,,
3,5294,12,1,1,1,29,1,812,0,1,4,4,63.789
,,,,,,,1,836,0,1,1,1,30.826
,,,,,,,1,853,0,1,1,1,15.477
,,,,,,,1,45,1,1,1,1,15.365
3,3632,17,4,1,1,31,1,4857,0,1,4,4,35.372
,,,,,,,1,4867,13,4,1,0,58.19
,,,,,,,1,4936,7,1,1,1,18.183
,,,,,,,1,5847,0,2,1,0,37.624
,,,,,,,1,6592,0,2,3,0,36.505
,,,,,,,1,4991,5,4,1,0,28.763
,,,,,,,1,5056,0,2,1,0,41.574
,,,,,,,1,9119,0,2,1,0,16.872
3,5902,1,1,6,1,15,1,4836,0,1,1,4,25.566
3,1697,0,1,6,1,15,1,5043,0,1,1,1,34.936
3,5410,0,3,3,1,15,,,,,,,
,,,,,,,1,4736,1,1,1,1,35.955
3,1180,6,1,6,1,43,1,4667,7,3,4,1,22.051
,,,,,,,1,4764,0,1,1,1,48.633
,,,,,,,1,9232,3,4,1,0,49.446
3,706,0,4,1,1,34,,,,,,,
3,900,1,1,1,1,16,1,3635,0,1,1,1,38.006
,,,,,,,1,3794,0,4,1,0,12.717
,,,,,,,1,3663,2,1,1,1,18.934
,,,,,,,1,3818,1,2,1,0,15.356
3,704,0,1,1,1,32,,,,,,,
3,705,0,1,0,2,29,1,2936,0,1,4,4,35.514
,,,,,,,1,3394,0,2,1,0,31.759
,,,,,,,1,3259,2,1,1,1,15.155
,,,,,,,1,2979,0,5,1,0,18.055
3,4382,0,1,1,1,14,,,,,,,
,,,,,,,1,3216,0,1,1,1,30.571
,,,,,,,1,2929,1,1,1,1,16.142
3,6044,7,1,1,1,33,,,,,,,
,,,,,,,1,7045,0,3,4,0,33.673
,,,,,,,1,8650,2,2,1,6,14.936
,,,,,,,1,5786,0,2,7,0,28.959
,,,,,,,1,8545,0,1,1,6,36.108
,,,,,,,1,9252,16,4,1,0,14.694
,,,,,,,1,4718,0,2,1,1,17.506
3,6042,0,4,0,2,31,,,,,,,
3,2113,0,1,6,1,30,,,,,,,
3,2871,0,1,1,1,23,1,706,0,1,6,6,53.269
,,,,,,,1,599,0,4,5,0,54.541
3,5752,0,1,1,1,10,1,262,0,1,1,5,26.517
,,,,,,,1,919,0,1,1,1,26.907
3,6322,0,5,0,3,32,,,,,,,
3,2338,0,4,6,1,36,,,,,,,
3,2415,0,1,0,2,28,,,,,,,
3,2998,0,1,1,1,17,,,,,,,
3,6502,0,1,1,2,15,,,,,,,
3,2398,0,6,0,3,33,,,,,,,
3,747,0,3,0,4,33,,,,,,,
3,124,9,1,6,1,24,1,4557,0,1,4,6,80.972
,,,,,,,1,8368,12,1,1,1,50.088
,,,,,,,1,9544,0,2,7,0,40.629
,,,,,,,1,7332,13,1,1,1,48.324
3,151,0,4,6,1,17,,,,,,,
3,2088,10,1,1,1,26,,,,,,,
3,1621,0,1,6,1,25,,,,,,,
3,4268,0,1,0,2,28,1,6745,0,2,1,0,57.432
3,2178,0,1,0,2,28,1,5533,0,2,4,0,64.363
3,3659,0,1,0,2,24,,,,,,,
,,,,,,,1,5311,0,1,4,1,25.533
3,3934,17,1,6,1,32,,,,,,,
,,,,,,,1,5520,0,3,4,0,68.005
3,2936,15,1,0,4,35,,,,,,,
3,2418,0,1,0,4,35,,,,,,,
,,,,,,,1,9457,14,1,1,1,45.734
3,1149,15,1,1,1,33,,,,,,,
,,,,,,,1,1924,15,1,1,1,47.645
,,,,,,,1,2493,0,2,1,0,54.695
,,,,,,,1,2512,0,1,1,1,50.179
,,,,,,,1,1584,0,3,4,4,57.173
3,784,1,1,6,2,10,,,,,,,
,,,,,,,1,5431,0,5,1,0,10.042
3,783,0,4,0,3,29,,,,,,,
3,5119,14,4,1,1,63,,,,,,,
3,1175,0,4,0,2,31,,,,,,,
3,4826,0,4,0,3,32,,,,,,,
3,3945,17,1,6,1,40,,,,,,,
3,3356,0,1,1,1,40,,,,,,,
3,200,0,1,0,2,36,,,,,,,
,,,,,,,1,7339,3,1,1,1,24.428
3,332,1,1,6,1,19,1,7383,3,1,1,1,43.201
,,,,,,,1,9608,0,1,1,1,50.095
3,5802,0,1,0,3,26,,,,,,,
3,4860,0,1,0,2,42,,,,,,,
3,4329,0,5,6,1,30,,,,,,,
3,3578,0,4,0,3,28,,,,,,,
3,3582,16,1,1,1,17,,,,,,,
,,,,,,,1,960,0,3,6,0,75.461
3,3801,0,4,4,1,28,,,,,,,
3,1783,0,4,0,3,30,,,,,,,
3,6157,0,4,0,3,30,,,,,,,
,,,,,,,1,7211,11,1,1,0,19.61
3,5635,1,1,6,1,12,1,7883,0,1,4,4,25.677
,,,,,,,1,5383,10,1,1,6,23.446
,,,,,,,1,9427,13,1,1,1,13.492
,,,,,,,1,7537,8,1,1,1,13.898
3,4966,0,4,0,3,23,,,,,,,
3,5577,1,1,6,1,34,,,,,,,
,,,,,,,1,5223,0,1,1,1,38.91
3,1434,0,1,1,1,32,,,,,,,
,,,,,,,1,9298,0,4,4,0,80.245
3,4021,0,1,0,2,29,,,,,,,
,,,,,,,1,7014,0,2,1,0,47.311
,,,,,,,1,6006,0,2,1,0,43.488
,,,,,,,1,5214,0,1,1,1,19.291
,,,,,,,1,5822,0,2,1,0,34.208
3,1435,1,1,6,1,19,,,,,,,
3,4007,1,1,6,1,18,,,,,,,
3,2874,0,1,1,1,16,1,7987,0,1,1,6,32.688
,,,,,,,1,4807,0,1,1,1,32.816
,,,,,,,1,6323,7,1,1,1,21.34
3,609,0,1,1,1,32,,,,,,,
,,,,,,,1,12,0,3,4,0,70.055
3,1050,0,6,0,3,28,,,,,,,
3,1833,16,1,1,1,28,,,,,,,
3,1832,0,1,0,2,28,,,,,,,
3,5784,17,3,0,5,4,,,,,,,
,,,,,,,1,1805,0,3,6,0,10.076
,,,,,,,1,2844,0,1,1,1,7.401
,,,,,,,1,2120,7,2,1,0,4.067
,,,,,,,1,1622,0,2,1,0,3.039
,,,,,,,1,2092,3,2,1,0,1.913
,,,,,,,1,2234,10,2,1,1,0.713
,,,,,,,1,1780,6,2,3,0,2.403
,,,,,,,1,2184,0,2,3,0,2.954
3,6117,5,1,6,1,2,,,,,,,
,,,,,,,1,1947,0,1,5,1,2.719
3,3685,0,1,1,1,15,,,,,,,
3,5296,0,1,6,1,22,,,,,,,
3,5299,0,1,0,4,24,1,4588,0,1,4,1,30.285
3,5730,1,1,6,1,12,1,7725,0,1,4,4,27.052
,,,,,,,1,9342,3,1,1,0,15.409
3,4995,12,1,0,3,30,1,260,0,3,4,0,74.863
3,3946,5,1,1,1,16,1,155,0,1,4,4,34.391
3,4996,0,6,0,3,30,,,,,,,
3,4511,0,1,1,1,32,1,491,0,3,4,0,73.647
3,2853,0,7,0,2,29,1,247,0,1,1,1,31.839
,,,,,,,1,122,0,2,1,1,17.547
,,,,,,,1,284,0,4,1,0,18.601
,,,,,,,1,916,0,2,7,0,34.466
,,,,,,,1,609,0,3,4,0,42.532
3,6273,1,1,6,1,19,,,,,,,
3,3494,12,1,6,1,32,,,,,,,
,,,,,,,1,3,0,3,4,0,69.067
,,,,,,,1,416,0,2,5,0,67.646
,,,,,,,1,877,0,4,3,0,49.014
3,352,0,1,6,1,40,,,,,,,
3,1282,4,1,3,1,19,1,7977,0,1,1,1,41.922
,,,,,,,1,9286,0,4,3,0,23.475
,,,,,,,1,8426,0,2,1,0,42.803
3,5199,8,1,1,1,22,,,,,,,
3,2987,11,1,1,1,27,,,,,,,
,,,,,,,1,7841,0,2,1,0,27.421
3,2989,0,3,0,2,24,,,,,,,
,,,,,,,1,5595,0,4,1,0,43.877
,,,,,,,1,6651,0,1,1,6,28.054
,,,,,,,1,9498,0,2,1,0,30.162
,,,,,,,1,6539,1,2,1,0,26.596
,,,,,,,1,7643,0,2,1,1,14.206
3,52,0,4,6,1,21,,,,,,,
3,2861,0,4,1,1,32,,,,,,,
3,3586,7,1,1,1,18,1,158,0,1,4,4,38.989
3,1678,0,1,1,1,18,1,1354,0,1,4,4,38.502
3,2546,0,1,1,1,14,,,,,,,
,,,,,,,1,1175,2,1,1,1,23.227
,,,,,,,1,182,1,1,1,1,22.154
3,222,3,1,1,1,18,1,35,0,1,4,4,37.843
,,,,,,,1,755,4,1,1,6,20.413
,,,,,,,1,502,2,1,1,6,18.894
3,4444,0,1,0,4,38,,,,,,,
3,1178,0,1,0,2,33,,,,,,,
3,5571,0,1,0,4,35,,,,,,,
,,,,,,,1,8390,0,3,4,0,68.074
3,1677,6,1,1,1,16,,,,,,,
,,,,,,,1,9302,9,1,1,1,17.535
,,,,,,,1,218,2,1,1,1,41.264
3,5360,3,1,1,1,15,,,,,,,
3,2510,15,1,6,1,29,1,157,0,1,4,6,61.552
,,,,,,,1,133,0,2,1,0,64.516
3,1500,0,6,0,3,33,,,,,,,
,,,,,,,1,451,0,1,4,6,42.5
,,,,,,,1,162,0,1,1,7,21.621
3,3263,0,1,1,1,18,1,85,0,1,4,1,38.52
3,2867,1,1,6,1,15,,,,,,,
3,373,4,1,6,1,24,,,,,,,
,,,,,,,1,905,0,4,4,0,50.744
,,,,,,,1,2829,10,1,1,3,16.559
3,2544,2,1,1,1,12,,,,,,,
,,,,,,,1,2343,9,1,1,6,5.416
,,,,,,,1,1524,4,1,1,6,3.108
3,1384,0,1,0,3,30,,,,,,,
3,174,0,1,0,2,33,,,,,,,
3,2536,0,1,0,4,33,,,,,,,
3,2823,15,4,5,1,8,,,,,,,
3,2821,3,1,1,1,30,,,,,,,
,,,,,,,1,577,0,4,1,0,50.808
3,3323,17,1,1,1,29,,,,,,,
,,,,,,,1,735,0,1,1,4,34.927
3,3504,0,1,0,2,30,,,,,,,
3,852,0,3,0,2,35,1,330,0,1,1,4,40.549
,,,,,,,1,294,0,3,1,0,77.024
3,1687,5,1,1,1,16,,,,,,,
,,,,,,,1,468,0,1,4,4,30.886
,,,,,,,1,461,0,2,1,1,21.71
,,,,,,,1,989,6,1,1,1,20.402
,,,,,,,1,680,2,4,1,1,19.743
3,4777,0,6,0,3,31,,,,,,,
3,5525,0,4,6,1,31,,,,,,,
3,2166,3,1,1,1,16,1,3672,0,1,4,4,35.783
3,211,0,1,0,2,30,1,3556,0,2,5,0,66.88
3,5435,7,1,6,1,16,1,3564,0,1,4,6,23.087
,,,,,,,1,3717,17,4,1,0,23.376
,,,,,,,1,3614,0,4,1,0,16.284
,,,,,,,1,3608,0,4,1,0,41.861
,,,,,,,1,3568,10,2,1,0,29.71
,,,,,,,1,3579,9,1,1,1,19.121
,,,,,,,1,3822,1,1,1,1,8.411
3,793,2,1,6,1,14,1,6800,0,1,1,1,31.823
,,,,,,,1,8174,11,1,1,1,18.621
,,,,,,,1,8273,1,1,1,6,14.393
,,,,,,,1,8753,0,2,1,0,36.645
3,1059,11,1,6,1,16,,,,,,,
,,,,,,,1,8558,0,1,1,1,36.181
,,,,,,,1,9335,4,1,1,1,13.722
,,,,,,,1,8351,0,1,1,1,26.241
3,5129,0,4,0,3,31,,,,,,,
3,2872,0,1,1,1,30,1,63,0,3,4,0,71.039
3,6419,0,1,1,1,13,1,28,0,1,1,4,34.314
,,,,,,,1,1309,0,1,1,1,17.698
3,6376,0,1,6,1,40,,,,,,,
3,5452,1,1,6,1,22,,,,,,,
,,,,,,,1,6600,17,1,1,1,27.012
3,1757,0,4,5,1,32,,,,,,,
3,2379,0,4,6,1,34,,,,,,,
3,5,0,4,6,1,33,,,,,,,
3,920,0,1,0,4,33,,,,,,,
3,3560,0,1,0,4,33,,,,,,,
3,4238,1,1,3,1,16,,,,,,,
,,,,,,,1,3126,6,1,1,1,20.198
,,,,,,,1,3089,0,2,1,0,14.693
,,,,,,,1,3344,0,1,1,1,9.268
,,,,,,,1,3176,10,1,1,1,18.149
,,,,,,,1,3056,0,1,1,1,16.865
3,2416,0,1,0,3,41,,,,,,,
3,3763,0,4,1,3,15,,,,,,,
3,2218,0,1,0,4,28,,,,,,,
3,5233,0,3,0,2,28,1,1,0,2,5,0,44.888
3,5236,0,4,1,1,35,,,,,,,
3,3327,0,1,6,1,35,,,,,,,
3,2870,0,6,0,3,35,,,,,,,
3,2961,17,1,1,1,33,,,,,,,
3,4061,2,1,6,1,18,1,5655,0,1,4,4,39.844
,,,,,,,1,6661,5,1,1,1,24.675
,,,,,,,1,9022,0,4,1,0,40.058
,,,,,,,1,7877,0,1,1,1,33.994
,,,,,,,1,6697,5,1,1,1,19.481
,,,,,,,1,5169,14,1,1,6,7.337
3,5041,0,6,0,3,62,,,,,,,
,,,,,,,1,7720,0,2,1,0,36.707
3,5188,1,1,6,1,16,,,,,,,
3,3184,0,3,0,4,36,,,,,,,
,,,,,,,1,7764,0,1,2,7,22.227
,,,,,,,1,8806,3,1,1,6,17.026
,,,,,,,1,7533,10,1,1,1,21.434
,,,,,,,1,9041,15,1,1,1,21.446
,,,,,,,1,4914,5,1,1,1,33.241
,,,,,,,1,8364,3,1,1,6,21.892
,,,,,,,1,8827,0,2,1,0,21.699
,,,,,,,1,9460,0,2,1,0,22.906
3,5663,3,1,6,1,20,,,,,,,
3,5149,1,1,6,1,18,,,,,,,
,,,,,,,1,8820,15,1,1,1,23.089
3,5662,0,1,1,1,36,,,,,,,
3,4078,0,1,0,2,32,1,2510,0,1,1,1,40.867
,,,,,,,1,2664,0,2,1,1,18.565
3,150,0,4,4,1,32,,,,,,,
3,163,0,5,5,1,15,,,,,,,
3,826,4,1,6,1,17,,,,,,,
3,4838,16,1,6,1,28,,,,,,,
,,,,,,,1,2316,0,1,1,1,35.878
